epoch,train_loss,train_acc,val_loss,val_acc
1,1.754213472366333,0.3332,1.534574345779419,0.4391
2,1.3454791563415527,0.5107,1.2704432807922363,0.5556
3,1.1428556036376953,0.594,1.0208463132858276,0.6397
4,1.009767043056488,0.6458,0.9246992408752441,0.675
5,0.9121134491539001,0.6838,0.8602986547470093,0.7028
6,0.8478274766921997,0.70722,0.801764313697815,0.7254
7,0.8015296442604065,0.72578,0.8131996580123901,0.7268
8,0.7642686132717132,0.73798,0.7276272194862365,0.7502
9,0.7285012132644654,0.75118,0.7342536646842956,0.7445
10,0.7061939312934875,0.759,0.7500462119102478,0.7489
11,0.6800251302623749,0.76766,0.7047435831546783,0.7673
12,0.6606795039272308,0.7741,0.7068932650566101,0.769
13,0.6967950817537307,0.76774,0.7130662677288055,0.7655
14,0.6344392397975922,0.7848,0.729515967798233,0.762
15,0.6096923762893677,0.79502,0.7340176488876343,0.7727
16,0.6051745144462586,0.79654,0.6449717861175537,0.7918
17,0.5892610119342804,0.8002,0.6181702579975128,0.7948
18,0.5859795543098449,0.80122,0.644905811548233,0.7883
19,0.5713717161273957,0.80754,0.6439775440216065,0.7884
20,0.5557572485065461,0.81416,0.6454450588226318,0.7951
21,0.5540209081459045,0.81528,0.6779237171649933,0.7818
22,0.5391367234516143,0.81886,0.6692718880176545,0.7901
23,0.5356279934215545,0.82062,0.6296746941566467,0.8006
24,0.5244987401294708,0.82542,0.5965389158248902,0.8028
25,0.5256946239566803,0.82586,0.6059209904670715,0.806
26,0.40360328612804414,0.86318,0.5210899888753892,0.8345
27,0.369619377014637,0.8735,0.5215605885982514,0.8373
28,0.35592830937862396,0.87846,0.5220900138616562,0.8386
29,0.3465381427311897,0.88074,0.5281225784778595,0.8379
30,0.33326010016798974,0.8837,0.5242327616930008,0.8402
31,0.326439265332222,0.88816,0.5193160011529923,0.8458
32,0.32896492208242417,0.88724,0.5106184943437576,0.8468
33,0.31711477247476577,0.8907,0.5132226776838302,0.844
34,0.3137531040263176,0.89162,0.5145553814172745,0.8466
35,0.31129894476056097,0.89128,0.5066925295352935,0.849
36,0.3053431804871559,0.89452,0.5262730565071106,0.8479
37,0.3023815315639973,0.89478,0.5170143398284912,0.8458
38,0.29121840158581735,0.89854,0.5300574601411819,0.8489
39,0.2941904371082783,0.8963,0.5197642493963242,0.8502
40,0.28785287322282793,0.8999,0.5334144988059998,0.8473
41,0.28977752199411394,0.9009,0.5308935078263283,0.8481
42,0.2786868928563595,0.90254,0.5369344818472862,0.8465
43,0.27657419273614886,0.90278,0.5281371961832046,0.8504
44,0.26796436496973036,0.90696,0.5442122373223305,0.8502
45,0.29188848328113554,0.90796,0.5402716713726521,0.845
46,0.26571239191174506,0.90666,0.5418941134452819,0.8484
47,0.2644278850710392,0.90836,0.5316241514086724,0.8501
48,0.2632481529545784,0.90844,0.5301663570404053,0.8534
49,0.25535710524201394,0.91,0.5394983121871948,0.8526
50,0.2519266974246502,0.91196,0.5260614022731781,0.8498
