experiment,colorspace,corruption,luminosity,mean_acc
baseline_rgb,rgb,gaussian_noise,False,0.48175999999999997
baseline_rgb,rgb,shot_noise,False,0.5956400000000001
baseline_rgb,rgb,impulse_noise,False,0.5811599999999999
baseline_rgb,rgb,speckle_noise,False,0.6247999999999999
baseline_rgb,rgb,defocus_blur,False,0.78262
baseline_rgb,rgb,glass_blur,False,0.52082
baseline_rgb,rgb,motion_blur,False,0.7103200000000001
baseline_rgb,rgb,zoom_blur,False,0.7222799999999999
baseline_rgb,rgb,gaussian_blur,False,0.6762199999999999
baseline_rgb,rgb,snow,False,0.7725199999999999
baseline_rgb,rgb,frost,False,0.7269
baseline_rgb,rgb,fog,True,0.8303200000000001
baseline_rgb,rgb,brightness,True,0.90236
baseline_rgb,rgb,spatter,False,0.8199200000000001
baseline_rgb,rgb,contrast,True,0.7072200000000001
baseline_rgb,rgb,elastic_transform,False,0.81504
baseline_rgb,rgb,pixelate,False,0.7396199999999999
baseline_rgb,rgb,jpeg_compression,False,0.8027199999999999
baseline_rgb,rgb,saturate,False,0.87544
exp_lab,lab,gaussian_noise,False,0.40252
exp_lab,lab,shot_noise,False,0.5322
exp_lab,lab,impulse_noise,False,0.6189600000000002
exp_lab,lab,speckle_noise,False,0.57466
exp_lab,lab,defocus_blur,False,0.8125199999999999
exp_lab,lab,glass_blur,False,0.53748
exp_lab,lab,motion_blur,False,0.7453400000000001
exp_lab,lab,zoom_blur,False,0.76258
exp_lab,lab,gaussian_blur,False,0.7208399999999999
exp_lab,lab,snow,False,0.78666
exp_lab,lab,frost,False,0.7566599999999999
exp_lab,lab,fog,True,0.85344
exp_lab,lab,brightness,True,0.9042999999999999
exp_lab,lab,spatter,False,0.82994
exp_lab,lab,contrast,True,0.74566
exp_lab,lab,elastic_transform,False,0.8251799999999999
exp_lab,lab,pixelate,False,0.73438
exp_lab,lab,jpeg_compression,False,0.79654
exp_lab,lab,saturate,False,0.8766
