experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7932,False
baseline_rgb,rgb,gaussian_noise,2,0.6416,False
baseline_rgb,rgb,gaussian_noise,3,0.4704,False
baseline_rgb,rgb,gaussian_noise,4,0.3893,False
baseline_rgb,rgb,gaussian_noise,5,0.3286,False
baseline_rgb,rgb,shot_noise,1,0.8453,False
baseline_rgb,rgb,shot_noise,2,0.7729,False
baseline_rgb,rgb,shot_noise,3,0.599,False
baseline_rgb,rgb,shot_noise,4,0.5249,False
baseline_rgb,rgb,shot_noise,5,0.4062,False
baseline_rgb,rgb,impulse_noise,1,0.8509,False
baseline_rgb,rgb,impulse_noise,2,0.7523,False
baseline_rgb,rgb,impulse_noise,3,0.6643,False
baseline_rgb,rgb,impulse_noise,4,0.4569,False
baseline_rgb,rgb,impulse_noise,5,0.2603,False
baseline_rgb,rgb,speckle_noise,1,0.844,False
baseline_rgb,rgb,speckle_noise,2,0.7327,False
baseline_rgb,rgb,speckle_noise,3,0.6775,False
baseline_rgb,rgb,speckle_noise,4,0.558,False
baseline_rgb,rgb,speckle_noise,5,0.4537,False
baseline_rgb,rgb,defocus_blur,1,0.9244,False
baseline_rgb,rgb,defocus_blur,2,0.9023,False
baseline_rgb,rgb,defocus_blur,3,0.8437,False
baseline_rgb,rgb,defocus_blur,4,0.7173,False
baseline_rgb,rgb,defocus_blur,5,0.5042,False
baseline_rgb,rgb,glass_blur,1,0.564,False
baseline_rgb,rgb,glass_blur,2,0.5757,False
baseline_rgb,rgb,glass_blur,3,0.6093,False
baseline_rgb,rgb,glass_blur,4,0.4629,False
baseline_rgb,rgb,glass_blur,5,0.4871,False
baseline_rgb,rgb,motion_blur,1,0.8633,False
baseline_rgb,rgb,motion_blur,2,0.7693,False
baseline_rgb,rgb,motion_blur,3,0.6798,False
baseline_rgb,rgb,motion_blur,4,0.6779,False
baseline_rgb,rgb,motion_blur,5,0.5984,False
baseline_rgb,rgb,zoom_blur,1,0.8337,False
baseline_rgb,rgb,zoom_blur,2,0.7999,False
baseline_rgb,rgb,zoom_blur,3,0.735,False
baseline_rgb,rgb,zoom_blur,4,0.6744,False
baseline_rgb,rgb,zoom_blur,5,0.5729,False
baseline_rgb,rgb,gaussian_blur,1,0.9239,False
baseline_rgb,rgb,gaussian_blur,2,0.8405,False
baseline_rgb,rgb,gaussian_blur,3,0.7205,False
baseline_rgb,rgb,gaussian_blur,4,0.5661,False
baseline_rgb,rgb,gaussian_blur,5,0.34,False
baseline_rgb,rgb,snow,1,0.8702,False
baseline_rgb,rgb,snow,2,0.7684,False
baseline_rgb,rgb,snow,3,0.7981,False
baseline_rgb,rgb,snow,4,0.7606,False
baseline_rgb,rgb,snow,5,0.7136,False
baseline_rgb,rgb,frost,1,0.8746,False
baseline_rgb,rgb,frost,2,0.8152,False
baseline_rgb,rgb,frost,3,0.7193,False
baseline_rgb,rgb,frost,4,0.7067,False
baseline_rgb,rgb,frost,5,0.6062,False
baseline_rgb,rgb,fog,1,0.9206,True
baseline_rgb,rgb,fog,2,0.9046,True
baseline_rgb,rgb,fog,3,0.8763,True
baseline_rgb,rgb,fog,4,0.8331,True
baseline_rgb,rgb,fog,5,0.6656,True
baseline_rgb,rgb,brightness,1,0.9231,True
baseline_rgb,rgb,brightness,2,0.9174,True
baseline_rgb,rgb,brightness,3,0.9084,True
baseline_rgb,rgb,brightness,4,0.8983,True
baseline_rgb,rgb,brightness,5,0.8614,True
baseline_rgb,rgb,spatter,1,0.9024,False
baseline_rgb,rgb,spatter,2,0.852,False
baseline_rgb,rgb,spatter,3,0.8031,False
baseline_rgb,rgb,spatter,4,0.8504,False
baseline_rgb,rgb,spatter,5,0.7628,False
baseline_rgb,rgb,contrast,1,0.9168,True
baseline_rgb,rgb,contrast,2,0.8667,True
baseline_rgb,rgb,contrast,3,0.8179,True
baseline_rgb,rgb,contrast,4,0.7062,True
baseline_rgb,rgb,contrast,5,0.2952,True
baseline_rgb,rgb,elastic_transform,1,0.872,False
baseline_rgb,rgb,elastic_transform,2,0.8698,False
baseline_rgb,rgb,elastic_transform,3,0.8254,False
baseline_rgb,rgb,elastic_transform,4,0.7741,False
baseline_rgb,rgb,elastic_transform,5,0.7504,False
baseline_rgb,rgb,pixelate,1,0.899,False
baseline_rgb,rgb,pixelate,2,0.8416,False
baseline_rgb,rgb,pixelate,3,0.7867,False
baseline_rgb,rgb,pixelate,4,0.6186,False
baseline_rgb,rgb,pixelate,5,0.4464,False
baseline_rgb,rgb,jpeg_compression,1,0.8568,False
baseline_rgb,rgb,jpeg_compression,2,0.8099,False
baseline_rgb,rgb,jpeg_compression,3,0.7952,False
baseline_rgb,rgb,jpeg_compression,4,0.773,False
baseline_rgb,rgb,jpeg_compression,5,0.742,False
baseline_rgb,rgb,saturate,1,0.9015,False
baseline_rgb,rgb,saturate,2,0.8758,False
baseline_rgb,rgb,saturate,3,0.9172,False
baseline_rgb,rgb,saturate,4,0.8754,False
baseline_rgb,rgb,saturate,5,0.815,False
exp_lab,lab,gaussian_noise,1,0.7354,False
exp_lab,lab,gaussian_noise,2,0.4834,False
exp_lab,lab,gaussian_noise,3,0.3043,False
exp_lab,lab,gaussian_noise,4,0.2578,False
exp_lab,lab,gaussian_noise,5,0.2285,False
exp_lab,lab,shot_noise,1,0.8243,False
exp_lab,lab,shot_noise,2,0.706,False
exp_lab,lab,shot_noise,3,0.4436,False
exp_lab,lab,shot_noise,4,0.3696,False
exp_lab,lab,shot_noise,5,0.2795,False
exp_lab,lab,impulse_noise,1,0.8527,False
exp_lab,lab,impulse_noise,2,0.7574,False
exp_lab,lab,impulse_noise,3,0.6598,False
exp_lab,lab,impulse_noise,4,0.4759,False
exp_lab,lab,impulse_noise,5,0.3149,False
exp_lab,lab,speckle_noise,1,0.8219,False
exp_lab,lab,speckle_noise,2,0.6509,False
exp_lab,lab,speckle_noise,3,0.5672,False
exp_lab,lab,speckle_noise,4,0.438,False
exp_lab,lab,speckle_noise,5,0.3492,False
exp_lab,lab,defocus_blur,1,0.9231,False
exp_lab,lab,defocus_blur,2,0.9084,False
exp_lab,lab,defocus_blur,3,0.854,False
exp_lab,lab,defocus_blur,4,0.7445,False
exp_lab,lab,defocus_blur,5,0.5267,False
exp_lab,lab,glass_blur,1,0.5533,False
exp_lab,lab,glass_blur,2,0.5809,False
exp_lab,lab,glass_blur,3,0.6331,False
exp_lab,lab,glass_blur,4,0.4478,False
exp_lab,lab,glass_blur,5,0.5029,False
exp_lab,lab,motion_blur,1,0.8701,False
exp_lab,lab,motion_blur,2,0.7886,False
exp_lab,lab,motion_blur,3,0.6975,False
exp_lab,lab,motion_blur,4,0.6985,False
exp_lab,lab,motion_blur,5,0.6159,False
exp_lab,lab,zoom_blur,1,0.8448,False
exp_lab,lab,zoom_blur,2,0.8118,False
exp_lab,lab,zoom_blur,3,0.7484,False
exp_lab,lab,zoom_blur,4,0.6912,False
exp_lab,lab,zoom_blur,5,0.5927,False
exp_lab,lab,gaussian_blur,1,0.9231,False
exp_lab,lab,gaussian_blur,2,0.8527,False
exp_lab,lab,gaussian_blur,3,0.7417,False
exp_lab,lab,gaussian_blur,4,0.596,False
exp_lab,lab,gaussian_blur,5,0.362,False
