experiment,colorspace,corruption,luminosity,mean_acc
baseline_rgb,rgb,gaussian_noise,False,0.5904400000000001
baseline_rgb,rgb,shot_noise,False,0.6793800000000001
baseline_rgb,rgb,impulse_noise,False,0.56546
baseline_rgb,rgb,speckle_noise,False,0.6912999999999998
baseline_rgb,rgb,defocus_blur,False,0.78442
baseline_rgb,rgb,glass_blur,False,0.61066
baseline_rgb,rgb,motion_blur,False,0.73616
baseline_rgb,rgb,zoom_blur,False,0.75476
baseline_rgb,rgb,gaussian_blur,False,0.72518
baseline_rgb,rgb,snow,False,0.7828600000000001
baseline_rgb,rgb,frost,False,0.7691999999999999
baseline_rgb,rgb,fog,True,0.78042
baseline_rgb,rgb,brightness,True,0.88278
baseline_rgb,rgb,spatter,False,0.79474
baseline_rgb,rgb,contrast,True,0.63094
baseline_rgb,rgb,elastic_transform,False,0.81024
baseline_rgb,rgb,pixelate,False,0.83442
baseline_rgb,rgb,jpeg_compression,False,0.83338
baseline_rgb,rgb,saturate,False,0.85228
exp_lab,lab,gaussian_noise,False,0.39506
exp_lab,lab,shot_noise,False,0.49490000000000006
exp_lab,lab,impulse_noise,False,0.44724
exp_lab,lab,speckle_noise,False,0.5249
exp_lab,lab,defocus_blur,False,0.83202
exp_lab,lab,glass_blur,False,0.71854
exp_lab,lab,motion_blur,False,0.77358
exp_lab,lab,zoom_blur,False,0.8037599999999999
exp_lab,lab,gaussian_blur,False,0.7937000000000001
exp_lab,lab,snow,False,0.8347200000000001
exp_lab,lab,frost,False,0.82598
exp_lab,lab,fog,True,0.79494
exp_lab,lab,brightness,True,0.8828799999999999
exp_lab,lab,spatter,False,0.8216000000000001
exp_lab,lab,contrast,True,0.6205
exp_lab,lab,elastic_transform,False,0.83058
exp_lab,lab,pixelate,False,0.87152
exp_lab,lab,jpeg_compression,False,0.8173400000000001
exp_lab,lab,saturate,False,0.8375999999999999
exp_hsv,hsv,gaussian_noise,False,0.56058
exp_hsv,hsv,shot_noise,False,0.6309600000000001
exp_hsv,hsv,impulse_noise,False,0.541
exp_hsv,hsv,speckle_noise,False,0.6479999999999999
exp_hsv,hsv,defocus_blur,False,0.82478
exp_hsv,hsv,glass_blur,False,0.6778200000000001
exp_hsv,hsv,motion_blur,False,0.7628199999999999
exp_hsv,hsv,zoom_blur,False,0.7955800000000001
exp_hsv,hsv,gaussian_blur,False,0.78508
exp_hsv,hsv,snow,False,0.8065
exp_hsv,hsv,frost,False,0.78816
exp_hsv,hsv,fog,True,0.77172
exp_hsv,hsv,brightness,True,0.87812
exp_hsv,hsv,spatter,False,0.81064
exp_hsv,hsv,contrast,True,0.5911000000000001
exp_hsv,hsv,elastic_transform,False,0.82082
exp_hsv,hsv,pixelate,False,0.8548
exp_hsv,hsv,jpeg_compression,False,0.8271599999999999
exp_hsv,hsv,saturate,False,0.85518
exp_grayscale,grayscale,gaussian_noise,False,0.4993600000000001
exp_grayscale,grayscale,shot_noise,False,0.59468
exp_grayscale,grayscale,impulse_noise,False,0.55406
exp_grayscale,grayscale,speckle_noise,False,0.6036599999999999
exp_grayscale,grayscale,defocus_blur,False,0.7396
exp_grayscale,grayscale,glass_blur,False,0.5012000000000001
exp_grayscale,grayscale,motion_blur,False,0.65742
exp_grayscale,grayscale,zoom_blur,False,0.68808
exp_grayscale,grayscale,gaussian_blur,False,0.6728999999999999
exp_grayscale,grayscale,snow,False,0.72884
exp_grayscale,grayscale,frost,False,0.71814
exp_grayscale,grayscale,fog,True,0.74652
exp_grayscale,grayscale,brightness,True,0.85928
exp_grayscale,grayscale,spatter,False,0.73032
exp_grayscale,grayscale,contrast,True,0.62534
exp_grayscale,grayscale,elastic_transform,False,0.7558
exp_grayscale,grayscale,pixelate,False,0.74954
exp_grayscale,grayscale,jpeg_compression,False,0.8163199999999999
exp_grayscale,grayscale,saturate,False,0.8744599999999998
