experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.8001,False
baseline_rgb,rgb,gaussian_noise,2,0.6392,False
baseline_rgb,rgb,gaussian_noise,3,0.4542,False
baseline_rgb,rgb,gaussian_noise,4,0.3765,False
baseline_rgb,rgb,gaussian_noise,5,0.3152,False
baseline_rgb,rgb,shot_noise,1,0.8549,False
baseline_rgb,rgb,shot_noise,2,0.7808,False
baseline_rgb,rgb,shot_noise,3,0.5974,False
baseline_rgb,rgb,shot_noise,4,0.5206,False
baseline_rgb,rgb,shot_noise,5,0.39,False
baseline_rgb,rgb,impulse_noise,1,0.8478,False
baseline_rgb,rgb,impulse_noise,2,0.7485,False
baseline_rgb,rgb,impulse_noise,3,0.654,False
baseline_rgb,rgb,impulse_noise,4,0.4397,False
baseline_rgb,rgb,impulse_noise,5,0.2604,False
baseline_rgb,rgb,speckle_noise,1,0.8542,False
baseline_rgb,rgb,speckle_noise,2,0.7441,False
baseline_rgb,rgb,speckle_noise,3,0.6822,False
baseline_rgb,rgb,speckle_noise,4,0.5581,False
baseline_rgb,rgb,speckle_noise,5,0.4466,False
baseline_rgb,rgb,defocus_blur,1,0.9214,False
baseline_rgb,rgb,defocus_blur,2,0.9034,False
baseline_rgb,rgb,defocus_blur,3,0.8452,False
baseline_rgb,rgb,defocus_blur,4,0.7231,False
baseline_rgb,rgb,defocus_blur,5,0.5045,False
baseline_rgb,rgb,glass_blur,1,0.5252,False
baseline_rgb,rgb,glass_blur,2,0.5388,False
baseline_rgb,rgb,glass_blur,3,0.586,False
baseline_rgb,rgb,glass_blur,4,0.4279,False
baseline_rgb,rgb,glass_blur,5,0.4704,False
baseline_rgb,rgb,motion_blur,1,0.8628,False
baseline_rgb,rgb,motion_blur,2,0.7656,False
baseline_rgb,rgb,motion_blur,3,0.6611,False
baseline_rgb,rgb,motion_blur,4,0.6649,False
baseline_rgb,rgb,motion_blur,5,0.5831,False
baseline_rgb,rgb,zoom_blur,1,0.8303,False
baseline_rgb,rgb,zoom_blur,2,0.7945,False
baseline_rgb,rgb,zoom_blur,3,0.7276,False
baseline_rgb,rgb,zoom_blur,4,0.6577,False
baseline_rgb,rgb,zoom_blur,5,0.5576,False
baseline_rgb,rgb,gaussian_blur,1,0.9213,False
baseline_rgb,rgb,gaussian_blur,2,0.8447,False
baseline_rgb,rgb,gaussian_blur,3,0.7157,False
baseline_rgb,rgb,gaussian_blur,4,0.5468,False
baseline_rgb,rgb,gaussian_blur,5,0.3281,False
baseline_rgb,rgb,snow,1,0.8622,False
baseline_rgb,rgb,snow,2,0.7566,False
baseline_rgb,rgb,snow,3,0.7904,False
baseline_rgb,rgb,snow,4,0.7557,False
baseline_rgb,rgb,snow,5,0.7088,False
baseline_rgb,rgb,frost,1,0.8828,False
baseline_rgb,rgb,frost,2,0.8266,False
baseline_rgb,rgb,frost,3,0.7355,False
baseline_rgb,rgb,frost,4,0.7207,False
baseline_rgb,rgb,frost,5,0.6158,False
baseline_rgb,rgb,fog,1,0.9236,True
baseline_rgb,rgb,fog,2,0.9073,True
baseline_rgb,rgb,fog,3,0.8804,True
baseline_rgb,rgb,fog,4,0.8416,True
baseline_rgb,rgb,fog,5,0.6629,True
baseline_rgb,rgb,brightness,1,0.9217,True
baseline_rgb,rgb,brightness,2,0.9165,True
baseline_rgb,rgb,brightness,3,0.9099,True
baseline_rgb,rgb,brightness,4,0.9002,True
baseline_rgb,rgb,brightness,5,0.8715,True
baseline_rgb,rgb,spatter,1,0.8955,False
baseline_rgb,rgb,spatter,2,0.844,False
baseline_rgb,rgb,spatter,3,0.7956,False
baseline_rgb,rgb,spatter,4,0.841,False
baseline_rgb,rgb,spatter,5,0.7465,False
baseline_rgb,rgb,contrast,1,0.9176,True
baseline_rgb,rgb,contrast,2,0.8755,True
baseline_rgb,rgb,contrast,3,0.8265,True
baseline_rgb,rgb,contrast,4,0.705,True
baseline_rgb,rgb,contrast,5,0.3054,True
baseline_rgb,rgb,elastic_transform,1,0.8716,False
baseline_rgb,rgb,elastic_transform,2,0.866,False
baseline_rgb,rgb,elastic_transform,3,0.826,False
baseline_rgb,rgb,elastic_transform,4,0.7668,False
baseline_rgb,rgb,elastic_transform,5,0.7397,False
baseline_rgb,rgb,pixelate,1,0.8999,False
baseline_rgb,rgb,pixelate,2,0.8524,False
baseline_rgb,rgb,pixelate,3,0.808,False
baseline_rgb,rgb,pixelate,4,0.6683,False
baseline_rgb,rgb,pixelate,5,0.5044,False
baseline_rgb,rgb,jpeg_compression,1,0.8535,False
baseline_rgb,rgb,jpeg_compression,2,0.8139,False
baseline_rgb,rgb,jpeg_compression,3,0.7903,False
baseline_rgb,rgb,jpeg_compression,4,0.7714,False
baseline_rgb,rgb,jpeg_compression,5,0.7365,False
baseline_rgb,rgb,saturate,1,0.9009,False
baseline_rgb,rgb,saturate,2,0.8747,False
