epoch,train_loss,train_acc,val_loss,val_acc
1,1.6548066786193847,0.3843,1.3862379188537597,0.4948
2,1.2474184881591797,0.54892,1.1327974758148194,0.5922
3,1.0222823378372192,0.6373,0.9600121275901794,0.6578
4,0.8688858354759217,0.69028,0.8348599845886231,0.7009
5,0.7672850259780883,0.72902,0.7681091735839843,0.7331
6,0.6706875629520416,0.76342,0.7121885052204132,0.754
7,0.5885801598501206,0.79292,0.6217560539245606,0.7856
8,0.5286843967723847,0.81458,0.600246896314621,0.7964
9,0.4765002001285553,0.8343,0.5802833183765411,0.7989
10,0.42957924551963805,0.84958,0.47860986695289615,0.836
11,0.3931993751764297,0.86296,0.5266823721170425,0.8185
12,0.3625042910671234,0.87318,0.47195780007839205,0.8396
13,0.3301411655282974,0.88462,0.4975873443365097,0.8268
14,0.3036545823943615,0.89304,0.4424019780397415,0.8517
15,0.2867567469906807,0.89896,0.4683338962316513,0.8475
16,0.2609639802622795,0.90832,0.4327616934776306,0.8614
17,0.24115985755681993,0.91614,0.45731647183895113,0.8558
18,0.22243239848792554,0.92078,0.42644650839567183,0.8626
19,0.20801662879943847,0.92582,0.41613166867494583,0.8673
20,0.19347942571640014,0.932,0.41800889686346054,0.8707
21,0.18248769738912582,0.93528,0.40223536509275437,0.8757
22,0.16610947042241692,0.9408,0.42501829985380174,0.8687
23,0.1564729520225525,0.94542,0.42428400169610975,0.8742
24,0.14422999997258187,0.94854,0.41972648584246636,0.879
25,0.13769353837534784,0.95054,0.515585278737545,0.8602
26,0.06782006022669375,0.97678,0.38645073370337485,0.8937
27,0.050514082690831276,0.98322,0.39150880739092825,0.8991
28,0.04560938813226297,0.98414,0.40052545461654665,0.8998
29,0.03864694742241875,0.9864,0.42983329342007637,0.8948
30,0.0352856785545405,0.9881,0.41738664756119254,0.8995
31,0.03296631724594161,0.98862,0.4260080770969391,0.9002
32,0.030845741742379033,0.98956,0.44855244769230485,0.8997
33,0.030103640512619167,0.98988,0.43646817931830884,0.9024
34,0.0271757063827198,0.99066,0.47177045666277406,0.8976
35,0.023474441617816918,0.99182,0.46628436933383344,0.8988
36,0.02266297278246144,0.99204,0.46730105424672364,0.8997
37,0.02201980301702861,0.99234,0.48569405120536685,0.9004
38,0.020587659370601176,0.99296,0.478672840577364,0.9007
39,0.018710053067185217,0.99324,0.4948055047340691,0.9015
40,0.017583985791112644,0.99382,0.5104333884164691,0.901
41,0.016933118253678547,0.99422,0.5113270305447281,0.901
42,0.01662015623033745,0.99448,0.5252622579030692,0.8995
43,0.014955800398617285,0.99482,0.5187646651942283,0.8996
44,0.01451855928783014,0.99524,0.5253011023193598,0.9017
45,0.01344212139504758,0.99532,0.5459722925767303,0.8999
46,0.013103646179518546,0.99568,0.5404112369306385,0.9002
47,0.012531877932346688,0.99594,0.5449441663580016,0.9006
48,0.012501074683123151,0.99568,0.5549540949641727,0.8989
49,0.011714549958468124,0.99598,0.5489570057073608,0.8996
50,0.011583536009506207,0.9962,0.5507934590693563,0.9014
