experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7986,False
baseline_rgb,rgb,gaussian_noise,2,0.6208,False
baseline_rgb,rgb,gaussian_noise,3,0.4181,False
baseline_rgb,rgb,gaussian_noise,4,0.3366,False
baseline_rgb,rgb,gaussian_noise,5,0.2799,False
baseline_rgb,rgb,shot_noise,1,0.8614,False
baseline_rgb,rgb,shot_noise,2,0.7775,False
baseline_rgb,rgb,shot_noise,3,0.5712,False
baseline_rgb,rgb,shot_noise,4,0.4806,False
baseline_rgb,rgb,shot_noise,5,0.3505,False
baseline_rgb,rgb,impulse_noise,1,0.8408,False
baseline_rgb,rgb,impulse_noise,2,0.7352,False
baseline_rgb,rgb,impulse_noise,3,0.6289,False
baseline_rgb,rgb,impulse_noise,4,0.3933,False
baseline_rgb,rgb,impulse_noise,5,0.231,False
baseline_rgb,rgb,speckle_noise,1,0.8555,False
baseline_rgb,rgb,speckle_noise,2,0.7362,False
baseline_rgb,rgb,speckle_noise,3,0.666,False
baseline_rgb,rgb,speckle_noise,4,0.5277,False
baseline_rgb,rgb,speckle_noise,5,0.4052,False
baseline_rgb,rgb,defocus_blur,1,0.9214,False
baseline_rgb,rgb,defocus_blur,2,0.9019,False
baseline_rgb,rgb,defocus_blur,3,0.8286,False
baseline_rgb,rgb,defocus_blur,4,0.6888,False
baseline_rgb,rgb,defocus_blur,5,0.4648,False
baseline_rgb,rgb,glass_blur,1,0.5371,False
baseline_rgb,rgb,glass_blur,2,0.5507,False
baseline_rgb,rgb,glass_blur,3,0.5923,False
baseline_rgb,rgb,glass_blur,4,0.4367,False
baseline_rgb,rgb,glass_blur,5,0.4777,False
baseline_rgb,rgb,motion_blur,1,0.8547,False
baseline_rgb,rgb,motion_blur,2,0.7615,False
baseline_rgb,rgb,motion_blur,3,0.6578,False
baseline_rgb,rgb,motion_blur,4,0.6588,False
baseline_rgb,rgb,motion_blur,5,0.5664,False
baseline_rgb,rgb,zoom_blur,1,0.8224,False
baseline_rgb,rgb,zoom_blur,2,0.7788,False
baseline_rgb,rgb,zoom_blur,3,0.7013,False
baseline_rgb,rgb,zoom_blur,4,0.6352,False
baseline_rgb,rgb,zoom_blur,5,0.5214,False
baseline_rgb,rgb,gaussian_blur,1,0.9212,False
baseline_rgb,rgb,gaussian_blur,2,0.8261,False
baseline_rgb,rgb,gaussian_blur,3,0.6827,False
baseline_rgb,rgb,gaussian_blur,4,0.5108,False
baseline_rgb,rgb,gaussian_blur,5,0.2725,False
baseline_rgb,rgb,snow,1,0.8608,False
baseline_rgb,rgb,snow,2,0.7475,False
baseline_rgb,rgb,snow,3,0.7864,False
baseline_rgb,rgb,snow,4,0.7555,False
baseline_rgb,rgb,snow,5,0.7014,False
baseline_rgb,rgb,frost,1,0.8822,False
baseline_rgb,rgb,frost,2,0.8203,False
baseline_rgb,rgb,frost,3,0.7214,False
baseline_rgb,rgb,frost,4,0.7085,False
baseline_rgb,rgb,frost,5,0.5986,False
baseline_rgb,rgb,fog,1,0.9202,True
baseline_rgb,rgb,fog,2,0.9,True
baseline_rgb,rgb,fog,3,0.8697,True
baseline_rgb,rgb,fog,4,0.8286,True
baseline_rgb,rgb,fog,5,0.6614,True
baseline_rgb,rgb,brightness,1,0.9247,True
baseline_rgb,rgb,brightness,2,0.9174,True
baseline_rgb,rgb,brightness,3,0.9089,True
baseline_rgb,rgb,brightness,4,0.8961,True
baseline_rgb,rgb,brightness,5,0.8666,True
baseline_rgb,rgb,spatter,1,0.8998,False
baseline_rgb,rgb,spatter,2,0.842,False
baseline_rgb,rgb,spatter,3,0.8001,False
baseline_rgb,rgb,spatter,4,0.8291,False
baseline_rgb,rgb,spatter,5,0.7329,False
baseline_rgb,rgb,contrast,1,0.9173,True
baseline_rgb,rgb,contrast,2,0.8634,True
baseline_rgb,rgb,contrast,3,0.8045,True
baseline_rgb,rgb,contrast,4,0.6809,True
baseline_rgb,rgb,contrast,5,0.2963,True
baseline_rgb,rgb,elastic_transform,1,0.8675,False
baseline_rgb,rgb,elastic_transform,2,0.8613,False
baseline_rgb,rgb,elastic_transform,3,0.8123,False
baseline_rgb,rgb,elastic_transform,4,0.7579,False
baseline_rgb,rgb,elastic_transform,5,0.7415,False
baseline_rgb,rgb,pixelate,1,0.8934,False
baseline_rgb,rgb,pixelate,2,0.8294,False
baseline_rgb,rgb,pixelate,3,0.7692,False
baseline_rgb,rgb,pixelate,4,0.6107,False
baseline_rgb,rgb,pixelate,5,0.4508,False
baseline_rgb,rgb,jpeg_compression,1,0.8587,False
baseline_rgb,rgb,jpeg_compression,2,0.8069,False
baseline_rgb,rgb,jpeg_compression,3,0.7927,False
baseline_rgb,rgb,jpeg_compression,4,0.7705,False
baseline_rgb,rgb,jpeg_compression,5,0.7406,False
baseline_rgb,rgb,saturate,1,0.8981,False
baseline_rgb,rgb,saturate,2,0.8716,False
baseline_rgb,rgb,saturate,3,0.9187,False
baseline_rgb,rgb,saturate,4,0.8778,False
baseline_rgb,rgb,saturate,5,0.8243,False
exp_lab,lab,gaussian_noise,1,0.7228,False
exp_lab,lab,gaussian_noise,2,0.4817,False
exp_lab,lab,gaussian_noise,3,0.3009,False
exp_lab,lab,gaussian_noise,4,0.2473,False
exp_lab,lab,gaussian_noise,5,0.2076,False
exp_lab,lab,shot_noise,1,0.8207,False
exp_lab,lab,shot_noise,2,0.7097,False
exp_lab,lab,shot_noise,3,0.4416,False
exp_lab,lab,shot_noise,4,0.3529,False
exp_lab,lab,shot_noise,5,0.2535,False
exp_lab,lab,impulse_noise,1,0.8485,False
exp_lab,lab,impulse_noise,2,0.7463,False
exp_lab,lab,impulse_noise,3,0.6465,False
exp_lab,lab,impulse_noise,4,0.4545,False
exp_lab,lab,impulse_noise,5,0.2881,False
exp_lab,lab,speckle_noise,1,0.824,False
exp_lab,lab,speckle_noise,2,0.6657,False
exp_lab,lab,speckle_noise,3,0.5724,False
exp_lab,lab,speckle_noise,4,0.4183,False
exp_lab,lab,speckle_noise,5,0.3158,False
exp_lab,lab,defocus_blur,1,0.9257,False
exp_lab,lab,defocus_blur,2,0.9109,False
exp_lab,lab,defocus_blur,3,0.8622,False
