epoch,train_loss,train_acc,val_loss,val_acc
1,1.4295338770675659,0.47314,1.0887326807022095,0.6104
2,0.972122803478241,0.65552,0.7991620863914489,0.7175
3,0.7643700779533387,0.72974,0.8070698276519775,0.7245
4,0.6332665584325791,0.77924,0.5933810264110565,0.7972
5,0.5474379465770721,0.80984,0.5300119988918305,0.8187
6,0.4865570632505417,0.8313,0.5606441360712051,0.8141
7,0.4362329350042343,0.8481,0.4909254767179489,0.8364
8,0.39008489787817,0.86552,0.407408957028389,0.8644
9,0.34921520496845243,0.87738,0.40009328200817107,0.8647
10,0.3195148446512222,0.8899,0.4798429625034332,0.8504
11,0.29620845119953154,0.89736,0.3918932921409607,0.8738
12,0.27004144394636154,0.90668,0.37709508783221246,0.8729
13,0.24659320907711982,0.91356,0.3554487362861633,0.8832
14,0.22656851057887079,0.91994,0.37137425846457484,0.8839
15,0.20911104407429695,0.92754,0.3720748097836971,0.8804
16,0.19511003358185292,0.93144,0.3486719358026981,0.8901
17,0.1833913637536764,0.9348,0.3444089547738433,0.8949
18,0.16958898502022027,0.94036,0.3125036364376545,0.901
19,0.15299974218666554,0.94514,0.32868851024210455,0.9038
20,0.14492003170251846,0.94918,0.35152518533468247,0.8987
21,0.13430882278621198,0.95218,0.35604909102469684,0.8962
22,0.12381987674579024,0.9553,0.3595529799208045,0.9026
23,0.11811034975014627,0.95858,0.33391462283283474,0.906
24,0.11096910191476345,0.96048,0.3475479347854853,0.899
25,0.10387262546285987,0.96332,0.374104463763535,0.9002
26,0.05919049179673195,0.9803,0.2981788225874305,0.92
27,0.04443814098618925,0.98546,0.29612019675821066,0.9217
28,0.03737191049695015,0.98728,0.30394350919127466,0.924
29,0.03277717968357727,0.98878,0.3087263585709035,0.9236
30,0.03017683839768171,0.99,0.31935479616038503,0.925
31,0.026109061755249276,0.99126,0.32592335301600395,0.9243
32,0.026125439675175586,0.99164,0.3322830776732415,0.9241
33,0.023592905199052765,0.99198,0.3376860679350793,0.9229
34,0.02224633523832541,0.99302,0.3487299576489255,0.9218
35,0.021486642586831004,0.99284,0.33983408333230763,0.9246
36,0.018242328471939545,0.99408,0.3449368887923658,0.923
37,0.01715363942442229,0.99434,0.35506089883428066,0.9258
38,0.01740766563809011,0.99434,0.3554631755345035,0.9233
39,0.01601423373500118,0.99464,0.37152597515601665,0.9221
40,0.014270326720104786,0.99554,0.371492569888127,0.9245
41,0.015182031187303364,0.99504,0.38418672713190316,0.9218
42,0.013460126993200974,0.9956,0.37623054356419017,0.9248
43,0.012664225814208622,0.99574,0.3774360870682634,0.9257
44,0.011662980200549938,0.99606,0.39336654607392846,0.9246
45,0.011696774221113882,0.99606,0.3952821340073366,0.9252
46,0.011391368664541515,0.9963,0.3953529565050034,0.924
47,0.011033290829895995,0.99632,0.3982495278319344,0.9243
48,0.01076769059974933,0.99636,0.39992583253355696,0.9243
49,0.010896433468444738,0.9962,0.41032795747211204,0.9263
50,0.008593746080339188,0.99752,0.417766518740356,0.9248
