experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.8005,False
baseline_rgb,rgb,gaussian_noise,2,0.6014,False
baseline_rgb,rgb,gaussian_noise,3,0.3914,False
baseline_rgb,rgb,gaussian_noise,4,0.3133,False
baseline_rgb,rgb,gaussian_noise,5,0.256,False
baseline_rgb,rgb,shot_noise,1,0.8656,False
baseline_rgb,rgb,shot_noise,2,0.7844,False
baseline_rgb,rgb,shot_noise,3,0.5557,False
baseline_rgb,rgb,shot_noise,4,0.4617,False
baseline_rgb,rgb,shot_noise,5,0.3246,False
baseline_rgb,rgb,impulse_noise,1,0.847,False
baseline_rgb,rgb,impulse_noise,2,0.7459,False
baseline_rgb,rgb,impulse_noise,3,0.6348,False
baseline_rgb,rgb,impulse_noise,4,0.3735,False
baseline_rgb,rgb,impulse_noise,5,0.213,False
baseline_rgb,rgb,speckle_noise,1,0.8639,False
baseline_rgb,rgb,speckle_noise,2,0.7371,False
baseline_rgb,rgb,speckle_noise,3,0.6608,False
baseline_rgb,rgb,speckle_noise,4,0.509,False
baseline_rgb,rgb,speckle_noise,5,0.3837,False
baseline_rgb,rgb,defocus_blur,1,0.9212,False
baseline_rgb,rgb,defocus_blur,2,0.901,False
baseline_rgb,rgb,defocus_blur,3,0.8399,False
baseline_rgb,rgb,defocus_blur,4,0.7013,False
baseline_rgb,rgb,defocus_blur,5,0.475,False
baseline_rgb,rgb,glass_blur,1,0.5134,False
baseline_rgb,rgb,glass_blur,2,0.5347,False
baseline_rgb,rgb,glass_blur,3,0.5958,False
baseline_rgb,rgb,glass_blur,4,0.4149,False
baseline_rgb,rgb,glass_blur,5,0.4619,False
baseline_rgb,rgb,motion_blur,1,0.8558,False
baseline_rgb,rgb,motion_blur,2,0.7588,False
baseline_rgb,rgb,motion_blur,3,0.656,False
baseline_rgb,rgb,motion_blur,4,0.658,False
baseline_rgb,rgb,motion_blur,5,0.5694,False
baseline_rgb,rgb,zoom_blur,1,0.8299,False
baseline_rgb,rgb,zoom_blur,2,0.7993,False
baseline_rgb,rgb,zoom_blur,3,0.7291,False
baseline_rgb,rgb,zoom_blur,4,0.6684,False
baseline_rgb,rgb,zoom_blur,5,0.5657,False
baseline_rgb,rgb,gaussian_blur,1,0.9208,False
baseline_rgb,rgb,gaussian_blur,2,0.8368,False
baseline_rgb,rgb,gaussian_blur,3,0.6938,False
baseline_rgb,rgb,gaussian_blur,4,0.5131,False
baseline_rgb,rgb,gaussian_blur,5,0.2833,False
baseline_rgb,rgb,snow,1,0.8635,False
baseline_rgb,rgb,snow,2,0.7487,False
baseline_rgb,rgb,snow,3,0.7849,False
baseline_rgb,rgb,snow,4,0.757,False
baseline_rgb,rgb,snow,5,0.697,False
baseline_rgb,rgb,frost,1,0.8785,False
baseline_rgb,rgb,frost,2,0.8214,False
baseline_rgb,rgb,frost,3,0.7149,False
baseline_rgb,rgb,frost,4,0.6975,False
baseline_rgb,rgb,frost,5,0.5777,False
baseline_rgb,rgb,fog,1,0.9197,True
baseline_rgb,rgb,fog,2,0.9036,True
baseline_rgb,rgb,fog,3,0.871,True
baseline_rgb,rgb,fog,4,0.8258,True
baseline_rgb,rgb,fog,5,0.6254,True
baseline_rgb,rgb,brightness,1,0.9225,True
baseline_rgb,rgb,brightness,2,0.9185,True
baseline_rgb,rgb,brightness,3,0.9096,True
baseline_rgb,rgb,brightness,4,0.899,True
baseline_rgb,rgb,brightness,5,0.8669,True
baseline_rgb,rgb,spatter,1,0.8985,False
baseline_rgb,rgb,spatter,2,0.843,False
baseline_rgb,rgb,spatter,3,0.7991,False
baseline_rgb,rgb,spatter,4,0.8408,False
baseline_rgb,rgb,spatter,5,0.7422,False
baseline_rgb,rgb,contrast,1,0.9165,True
baseline_rgb,rgb,contrast,2,0.8725,True
baseline_rgb,rgb,contrast,3,0.8162,True
baseline_rgb,rgb,contrast,4,0.6816,True
baseline_rgb,rgb,contrast,5,0.2486,True
baseline_rgb,rgb,elastic_transform,1,0.8693,False
baseline_rgb,rgb,elastic_transform,2,0.8636,False
baseline_rgb,rgb,elastic_transform,3,0.8176,False
baseline_rgb,rgb,elastic_transform,4,0.7718,False
baseline_rgb,rgb,elastic_transform,5,0.7515,False
baseline_rgb,rgb,pixelate,1,0.9001,False
baseline_rgb,rgb,pixelate,2,0.8441,False
baseline_rgb,rgb,pixelate,3,0.7952,False
baseline_rgb,rgb,pixelate,4,0.6406,False
baseline_rgb,rgb,pixelate,5,0.4722,False
baseline_rgb,rgb,jpeg_compression,1,0.8567,False
baseline_rgb,rgb,jpeg_compression,2,0.8121,False
baseline_rgb,rgb,jpeg_compression,3,0.796,False
baseline_rgb,rgb,jpeg_compression,4,0.7715,False
baseline_rgb,rgb,jpeg_compression,5,0.7421,False
baseline_rgb,rgb,saturate,1,0.8951,False
baseline_rgb,rgb,saturate,2,0.8676,False
baseline_rgb,rgb,saturate,3,0.9176,False
baseline_rgb,rgb,saturate,4,0.8816,False
baseline_rgb,rgb,saturate,5,0.8282,False
exp_lab,lab,gaussian_noise,1,0.7229,False
exp_lab,lab,gaussian_noise,2,0.488,False
exp_lab,lab,gaussian_noise,3,0.3097,False
exp_lab,lab,gaussian_noise,4,0.2569,False
exp_lab,lab,gaussian_noise,5,0.2159,False
exp_lab,lab,shot_noise,1,0.8155,False
exp_lab,lab,shot_noise,2,0.7011,False
exp_lab,lab,shot_noise,3,0.4495,False
exp_lab,lab,shot_noise,4,0.371,False
exp_lab,lab,shot_noise,5,0.2674,False
exp_lab,lab,impulse_noise,1,0.8529,False
exp_lab,lab,impulse_noise,2,0.7533,False
exp_lab,lab,impulse_noise,3,0.6404,False
exp_lab,lab,impulse_noise,4,0.4273,False
exp_lab,lab,impulse_noise,5,0.298,False
exp_lab,lab,speckle_noise,1,0.8143,False
exp_lab,lab,speckle_noise,2,0.6553,False
exp_lab,lab,speckle_noise,3,0.579,False
exp_lab,lab,speckle_noise,4,0.4363,False
exp_lab,lab,speckle_noise,5,0.3374,False
exp_lab,lab,defocus_blur,1,0.923,False
exp_lab,lab,defocus_blur,2,0.9016,False
exp_lab,lab,defocus_blur,3,0.8314,False
exp_lab,lab,defocus_blur,4,0.6888,False
exp_lab,lab,defocus_blur,5,0.48,False
exp_lab,lab,glass_blur,1,0.548,False
exp_lab,lab,glass_blur,2,0.5669,False
exp_lab,lab,glass_blur,3,0.6046,False
exp_lab,lab,glass_blur,4,0.4501,False
exp_lab,lab,glass_blur,5,0.494,False
exp_lab,lab,motion_blur,1,0.8541,False
exp_lab,lab,motion_blur,2,0.7514,False
exp_lab,lab,motion_blur,3,0.6484,False
exp_lab,lab,motion_blur,4,0.6507,False
exp_lab,lab,motion_blur,5,0.5643,False
exp_lab,lab,zoom_blur,1,0.8175,False
exp_lab,lab,zoom_blur,2,0.7832,False
exp_lab,lab,zoom_blur,3,0.7102,False
exp_lab,lab,zoom_blur,4,0.644,False
exp_lab,lab,zoom_blur,5,0.5396,False
exp_lab,lab,gaussian_blur,1,0.9231,False
exp_lab,lab,gaussian_blur,2,0.8298,False
exp_lab,lab,gaussian_blur,3,0.6857,False
exp_lab,lab,gaussian_blur,4,0.5106,False
exp_lab,lab,gaussian_blur,5,0.2839,False
exp_lab,lab,snow,1,0.87,False
exp_lab,lab,snow,2,0.7607,False
exp_lab,lab,snow,3,0.7911,False
exp_lab,lab,snow,4,0.763,False
exp_lab,lab,snow,5,0.7062,False
exp_lab,lab,frost,1,0.8798,False
exp_lab,lab,frost,2,0.8181,False
exp_lab,lab,frost,3,0.7168,False
exp_lab,lab,frost,4,0.7029,False
exp_lab,lab,frost,5,0.5905,False
exp_lab,lab,fog,1,0.9198,True
exp_lab,lab,fog,2,0.9053,True
exp_lab,lab,fog,3,0.8745,True
exp_lab,lab,fog,4,0.8286,True
exp_lab,lab,fog,5,0.6383,True
exp_lab,lab,brightness,1,0.9239,True
exp_lab,lab,brightness,2,0.917,True
exp_lab,lab,brightness,3,0.9084,True
exp_lab,lab,brightness,4,0.8958,True
exp_lab,lab,brightness,5,0.8686,True
exp_lab,lab,spatter,1,0.8991,False
exp_lab,lab,spatter,2,0.8509,False
exp_lab,lab,spatter,3,0.7985,False
exp_lab,lab,spatter,4,0.8323,False
exp_lab,lab,spatter,5,0.74,False
exp_lab,lab,contrast,1,0.918,True
exp_lab,lab,contrast,2,0.8723,True
exp_lab,lab,contrast,3,0.8195,True
exp_lab,lab,contrast,4,0.6944,True
exp_lab,lab,contrast,5,0.2783,True
exp_lab,lab,elastic_transform,1,0.8687,False
exp_lab,lab,elastic_transform,2,0.857,False
exp_lab,lab,elastic_transform,3,0.8144,False
exp_lab,lab,elastic_transform,4,0.7625,False
exp_lab,lab,elastic_transform,5,0.7437,False
exp_lab,lab,pixelate,1,0.8985,False
exp_lab,lab,pixelate,2,0.8421,False
exp_lab,lab,pixelate,3,0.7971,False
exp_lab,lab,pixelate,4,0.6401,False
exp_lab,lab,pixelate,5,0.4512,False
exp_lab,lab,jpeg_compression,1,0.8502,False
exp_lab,lab,jpeg_compression,2,0.8038,False
exp_lab,lab,jpeg_compression,3,0.7865,False
exp_lab,lab,jpeg_compression,4,0.7607,False
exp_lab,lab,jpeg_compression,5,0.7253,False
exp_lab,lab,saturate,1,0.8951,False
exp_lab,lab,saturate,2,0.8659,False
exp_lab,lab,saturate,3,0.9207,False
exp_lab,lab,saturate,4,0.8911,False
exp_lab,lab,saturate,5,0.8398,False
