experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7909,False
baseline_rgb,rgb,gaussian_noise,2,0.6048,False
baseline_rgb,rgb,gaussian_noise,3,0.3991,False
baseline_rgb,rgb,gaussian_noise,4,0.314,False
baseline_rgb,rgb,gaussian_noise,5,0.2594,False
baseline_rgb,rgb,shot_noise,1,0.8514,False
baseline_rgb,rgb,shot_noise,2,0.773,False
baseline_rgb,rgb,shot_noise,3,0.5545,False
baseline_rgb,rgb,shot_noise,4,0.4612,False
baseline_rgb,rgb,shot_noise,5,0.3307,False
baseline_rgb,rgb,impulse_noise,1,0.8374,False
baseline_rgb,rgb,impulse_noise,2,0.7329,False
baseline_rgb,rgb,impulse_noise,3,0.636,False
baseline_rgb,rgb,impulse_noise,4,0.418,False
baseline_rgb,rgb,impulse_noise,5,0.24,False
baseline_rgb,rgb,speckle_noise,1,0.8464,False
baseline_rgb,rgb,speckle_noise,2,0.726,False
baseline_rgb,rgb,speckle_noise,3,0.6523,False
baseline_rgb,rgb,speckle_noise,4,0.506,False
baseline_rgb,rgb,speckle_noise,5,0.3885,False
baseline_rgb,rgb,defocus_blur,1,0.924,False
baseline_rgb,rgb,defocus_blur,2,0.9033,False
baseline_rgb,rgb,defocus_blur,3,0.8373,False
baseline_rgb,rgb,defocus_blur,4,0.6988,False
baseline_rgb,rgb,defocus_blur,5,0.4721,False
baseline_rgb,rgb,glass_blur,1,0.502,False
baseline_rgb,rgb,glass_blur,2,0.5189,False
baseline_rgb,rgb,glass_blur,3,0.5682,False
baseline_rgb,rgb,glass_blur,4,0.3988,False
baseline_rgb,rgb,glass_blur,5,0.4379,False
baseline_rgb,rgb,motion_blur,1,0.8639,False
baseline_rgb,rgb,motion_blur,2,0.7736,False
baseline_rgb,rgb,motion_blur,3,0.6748,False
baseline_rgb,rgb,motion_blur,4,0.676,False
baseline_rgb,rgb,motion_blur,5,0.5924,False
baseline_rgb,rgb,zoom_blur,1,0.8312,False
baseline_rgb,rgb,zoom_blur,2,0.7926,False
baseline_rgb,rgb,zoom_blur,3,0.7174,False
baseline_rgb,rgb,zoom_blur,4,0.649,False
baseline_rgb,rgb,zoom_blur,5,0.5497,False
baseline_rgb,rgb,gaussian_blur,1,0.9244,False
baseline_rgb,rgb,gaussian_blur,2,0.8362,False
baseline_rgb,rgb,gaussian_blur,3,0.6956,False
baseline_rgb,rgb,gaussian_blur,4,0.5222,False
baseline_rgb,rgb,gaussian_blur,5,0.2873,False
baseline_rgb,rgb,snow,1,0.8666,False
baseline_rgb,rgb,snow,2,0.748,False
baseline_rgb,rgb,snow,3,0.7897,False
baseline_rgb,rgb,snow,4,0.747,False
baseline_rgb,rgb,snow,5,0.6928,False
baseline_rgb,rgb,frost,1,0.8694,False
baseline_rgb,rgb,frost,2,0.8084,False
baseline_rgb,rgb,frost,3,0.6997,False
baseline_rgb,rgb,frost,4,0.683,False
baseline_rgb,rgb,frost,5,0.5676,False
baseline_rgb,rgb,fog,1,0.9213,True
baseline_rgb,rgb,fog,2,0.9038,True
baseline_rgb,rgb,fog,3,0.8761,True
baseline_rgb,rgb,fog,4,0.829,True
baseline_rgb,rgb,fog,5,0.6375,True
baseline_rgb,rgb,brightness,1,0.925,True
baseline_rgb,rgb,brightness,2,0.9174,True
baseline_rgb,rgb,brightness,3,0.9068,True
baseline_rgb,rgb,brightness,4,0.8979,True
baseline_rgb,rgb,brightness,5,0.864,True
baseline_rgb,rgb,spatter,1,0.8981,False
baseline_rgb,rgb,spatter,2,0.8477,False
baseline_rgb,rgb,spatter,3,0.8017,False
baseline_rgb,rgb,spatter,4,0.825,False
baseline_rgb,rgb,spatter,5,0.7323,False
baseline_rgb,rgb,contrast,1,0.917,True
baseline_rgb,rgb,contrast,2,0.868,True
baseline_rgb,rgb,contrast,3,0.8061,True
baseline_rgb,rgb,contrast,4,0.6841,True
baseline_rgb,rgb,contrast,5,0.3117,True
baseline_rgb,rgb,elastic_transform,1,0.8689,False
baseline_rgb,rgb,elastic_transform,2,0.8619,False
baseline_rgb,rgb,elastic_transform,3,0.8212,False
