experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7871,False
baseline_rgb,rgb,gaussian_noise,2,0.6215,False
baseline_rgb,rgb,gaussian_noise,3,0.435,False
baseline_rgb,rgb,gaussian_noise,4,0.3568,False
baseline_rgb,rgb,gaussian_noise,5,0.2952,False
baseline_rgb,rgb,shot_noise,1,0.8489,False
baseline_rgb,rgb,shot_noise,2,0.7666,False
baseline_rgb,rgb,shot_noise,3,0.5739,False
baseline_rgb,rgb,shot_noise,4,0.4891,False
baseline_rgb,rgb,shot_noise,5,0.3625,False
baseline_rgb,rgb,impulse_noise,1,0.8446,False
baseline_rgb,rgb,impulse_noise,2,0.7394,False
baseline_rgb,rgb,impulse_noise,3,0.6436,False
baseline_rgb,rgb,impulse_noise,4,0.4322,False
baseline_rgb,rgb,impulse_noise,5,0.2531,False
baseline_rgb,rgb,speckle_noise,1,0.8447,False
baseline_rgb,rgb,speckle_noise,2,0.7241,False
baseline_rgb,rgb,speckle_noise,3,0.6563,False
baseline_rgb,rgb,speckle_noise,4,0.5271,False
baseline_rgb,rgb,speckle_noise,5,0.4096,False
baseline_rgb,rgb,defocus_blur,1,0.9247,False
baseline_rgb,rgb,defocus_blur,2,0.9128,False
baseline_rgb,rgb,defocus_blur,3,0.8607,False
baseline_rgb,rgb,defocus_blur,4,0.7566,False
baseline_rgb,rgb,defocus_blur,5,0.5385,False
baseline_rgb,rgb,glass_blur,1,0.5325,False
baseline_rgb,rgb,glass_blur,2,0.5494,False
baseline_rgb,rgb,glass_blur,3,0.5759,False
baseline_rgb,rgb,glass_blur,4,0.4337,False
baseline_rgb,rgb,glass_blur,5,0.4681,False
baseline_rgb,rgb,motion_blur,1,0.8697,False
baseline_rgb,rgb,motion_blur,2,0.783,False
baseline_rgb,rgb,motion_blur,3,0.6864,False
baseline_rgb,rgb,motion_blur,4,0.6859,False
baseline_rgb,rgb,motion_blur,5,0.6058,False
baseline_rgb,rgb,zoom_blur,1,0.8498,False
baseline_rgb,rgb,zoom_blur,2,0.8219,False
baseline_rgb,rgb,zoom_blur,3,0.7597,False
baseline_rgb,rgb,zoom_blur,4,0.6976,False
baseline_rgb,rgb,zoom_blur,5,0.5944,False
baseline_rgb,rgb,gaussian_blur,1,0.9249,False
baseline_rgb,rgb,gaussian_blur,2,0.8598,False
baseline_rgb,rgb,gaussian_blur,3,0.7538,False
baseline_rgb,rgb,gaussian_blur,4,0.599,False
baseline_rgb,rgb,gaussian_blur,5,0.3555,False
baseline_rgb,rgb,snow,1,0.8609,False
baseline_rgb,rgb,snow,2,0.7522,False
baseline_rgb,rgb,snow,3,0.7846,False
baseline_rgb,rgb,snow,4,0.7526,False
baseline_rgb,rgb,snow,5,0.7039,False
baseline_rgb,rgb,frost,1,0.878,False
baseline_rgb,rgb,frost,2,0.8201,False
baseline_rgb,rgb,frost,3,0.721,False
baseline_rgb,rgb,frost,4,0.7017,False
baseline_rgb,rgb,frost,5,0.5933,False
baseline_rgb,rgb,fog,1,0.9193,True
baseline_rgb,rgb,fog,2,0.9018,True
baseline_rgb,rgb,fog,3,0.8748,True
baseline_rgb,rgb,fog,4,0.8322,True
baseline_rgb,rgb,fog,5,0.6571,True
baseline_rgb,rgb,brightness,1,0.9241,True
baseline_rgb,rgb,brightness,2,0.9176,True
baseline_rgb,rgb,brightness,3,0.9071,True
baseline_rgb,rgb,brightness,4,0.8958,True
baseline_rgb,rgb,brightness,5,0.8656,True
baseline_rgb,rgb,spatter,1,0.899,False
baseline_rgb,rgb,spatter,2,0.8397,False
baseline_rgb,rgb,spatter,3,0.7966,False
baseline_rgb,rgb,spatter,4,0.8324,False
baseline_rgb,rgb,spatter,5,0.7303,False
baseline_rgb,rgb,contrast,1,0.9183,True
baseline_rgb,rgb,contrast,2,0.8672,True
baseline_rgb,rgb,contrast,3,0.8103,True
baseline_rgb,rgb,contrast,4,0.7031,True
baseline_rgb,rgb,contrast,5,0.3133,True
baseline_rgb,rgb,elastic_transform,1,0.8768,False
baseline_rgb,rgb,elastic_transform,2,0.8733,False
baseline_rgb,rgb,elastic_transform,3,0.8414,False
baseline_rgb,rgb,elastic_transform,4,0.7872,False
baseline_rgb,rgb,elastic_transform,5,0.7463,False
baseline_rgb,rgb,pixelate,1,0.8986,False
baseline_rgb,rgb,pixelate,2,0.8439,False
baseline_rgb,rgb,pixelate,3,0.799,False
baseline_rgb,rgb,pixelate,4,0.6505,False
baseline_rgb,rgb,pixelate,5,0.4665,False
baseline_rgb,rgb,jpeg_compression,1,0.857,False
baseline_rgb,rgb,jpeg_compression,2,0.8169,False
baseline_rgb,rgb,jpeg_compression,3,0.8019,False
baseline_rgb,rgb,jpeg_compression,4,0.7813,False
baseline_rgb,rgb,jpeg_compression,5,0.7554,False
baseline_rgb,rgb,saturate,1,0.9006,False
baseline_rgb,rgb,saturate,2,0.8791,False
baseline_rgb,rgb,saturate,3,0.9176,False
baseline_rgb,rgb,saturate,4,0.8811,False
baseline_rgb,rgb,saturate,5,0.8268,False
exp_lab,lab,gaussian_noise,1,0.7184,False
exp_lab,lab,gaussian_noise,2,0.4776,False
exp_lab,lab,gaussian_noise,3,0.3178,False
