experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7914,False
baseline_rgb,rgb,gaussian_noise,2,0.6166,False
baseline_rgb,rgb,gaussian_noise,3,0.4234,False
baseline_rgb,rgb,gaussian_noise,4,0.3448,False
baseline_rgb,rgb,gaussian_noise,5,0.2864,False
baseline_rgb,rgb,shot_noise,1,0.8467,False
baseline_rgb,rgb,shot_noise,2,0.7709,False
baseline_rgb,rgb,shot_noise,3,0.5667,False
baseline_rgb,rgb,shot_noise,4,0.4836,False
baseline_rgb,rgb,shot_noise,5,0.362,False
baseline_rgb,rgb,impulse_noise,1,0.8534,False
baseline_rgb,rgb,impulse_noise,2,0.7609,False
baseline_rgb,rgb,impulse_noise,3,0.6657,False
baseline_rgb,rgb,impulse_noise,4,0.4241,False
baseline_rgb,rgb,impulse_noise,5,0.2534,False
baseline_rgb,rgb,speckle_noise,1,0.8501,False
baseline_rgb,rgb,speckle_noise,2,0.73,False
baseline_rgb,rgb,speckle_noise,3,0.6545,False
baseline_rgb,rgb,speckle_noise,4,0.5246,False
baseline_rgb,rgb,speckle_noise,5,0.414,False
baseline_rgb,rgb,defocus_blur,1,0.9222,False
baseline_rgb,rgb,defocus_blur,2,0.9052,False
baseline_rgb,rgb,defocus_blur,3,0.8506,False
baseline_rgb,rgb,defocus_blur,4,0.7273,False
baseline_rgb,rgb,defocus_blur,5,0.495,False
baseline_rgb,rgb,glass_blur,1,0.5236,False
baseline_rgb,rgb,glass_blur,2,0.5437,False
baseline_rgb,rgb,glass_blur,3,0.586,False
baseline_rgb,rgb,glass_blur,4,0.4314,False
baseline_rgb,rgb,glass_blur,5,0.4739,False
baseline_rgb,rgb,motion_blur,1,0.8681,False
baseline_rgb,rgb,motion_blur,2,0.7784,False
baseline_rgb,rgb,motion_blur,3,0.6814,False
baseline_rgb,rgb,motion_blur,4,0.6825,False
baseline_rgb,rgb,motion_blur,5,0.5931,False
baseline_rgb,rgb,zoom_blur,1,0.8394,False
baseline_rgb,rgb,zoom_blur,2,0.8075,False
baseline_rgb,rgb,zoom_blur,3,0.7406,False
baseline_rgb,rgb,zoom_blur,4,0.676,False
baseline_rgb,rgb,zoom_blur,5,0.5676,False
baseline_rgb,rgb,gaussian_blur,1,0.9222,False
baseline_rgb,rgb,gaussian_blur,2,0.848,False
baseline_rgb,rgb,gaussian_blur,3,0.7221,False
baseline_rgb,rgb,gaussian_blur,4,0.5505,False
baseline_rgb,rgb,gaussian_blur,5,0.289,False
baseline_rgb,rgb,snow,1,0.8684,False
baseline_rgb,rgb,snow,2,0.7557,False
baseline_rgb,rgb,snow,3,0.7948,False
baseline_rgb,rgb,snow,4,0.7622,False
baseline_rgb,rgb,snow,5,0.7034,False
baseline_rgb,rgb,frost,1,0.8772,False
baseline_rgb,rgb,frost,2,0.8185,False
baseline_rgb,rgb,frost,3,0.717,False
baseline_rgb,rgb,frost,4,0.698,False
baseline_rgb,rgb,frost,5,0.5902,False
baseline_rgb,rgb,fog,1,0.9194,True
baseline_rgb,rgb,fog,2,0.9016,True
baseline_rgb,rgb,fog,3,0.8714,True
baseline_rgb,rgb,fog,4,0.8278,True
baseline_rgb,rgb,fog,5,0.6479,True
baseline_rgb,rgb,brightness,1,0.9234,True
baseline_rgb,rgb,brightness,2,0.9186,True
baseline_rgb,rgb,brightness,3,0.9096,True
baseline_rgb,rgb,brightness,4,0.8968,True
baseline_rgb,rgb,brightness,5,0.8687,True
baseline_rgb,rgb,spatter,1,0.9016,False
baseline_rgb,rgb,spatter,2,0.846,False
baseline_rgb,rgb,spatter,3,0.7996,False
baseline_rgb,rgb,spatter,4,0.8448,False
baseline_rgb,rgb,spatter,5,0.7633,False
baseline_rgb,rgb,contrast,1,0.9153,True
baseline_rgb,rgb,contrast,2,0.861,True
baseline_rgb,rgb,contrast,3,0.8063,True
baseline_rgb,rgb,contrast,4,0.681,True
baseline_rgb,rgb,contrast,5,0.2678,True
baseline_rgb,rgb,elastic_transform,1,0.8748,False
baseline_rgb,rgb,elastic_transform,2,0.8686,False
baseline_rgb,rgb,elastic_transform,3,0.8289,False
baseline_rgb,rgb,elastic_transform,4,0.7757,False
baseline_rgb,rgb,elastic_transform,5,0.7477,False
baseline_rgb,rgb,pixelate,1,0.9016,False
baseline_rgb,rgb,pixelate,2,0.8483,False
baseline_rgb,rgb,pixelate,3,0.8016,False
baseline_rgb,rgb,pixelate,4,0.6529,False
baseline_rgb,rgb,pixelate,5,0.4846,False
baseline_rgb,rgb,jpeg_compression,1,0.8538,False
baseline_rgb,rgb,jpeg_compression,2,0.8063,False
baseline_rgb,rgb,jpeg_compression,3,0.7937,False
baseline_rgb,rgb,jpeg_compression,4,0.771,False
baseline_rgb,rgb,jpeg_compression,5,0.7369,False
baseline_rgb,rgb,saturate,1,0.9016,False
baseline_rgb,rgb,saturate,2,0.8771,False
baseline_rgb,rgb,saturate,3,0.9161,False
baseline_rgb,rgb,saturate,4,0.8801,False
baseline_rgb,rgb,saturate,5,0.8218,False
exp_lab,lab,gaussian_noise,1,0.7221,False
exp_lab,lab,gaussian_noise,2,0.4763,False
exp_lab,lab,gaussian_noise,3,0.3009,False
exp_lab,lab,gaussian_noise,4,0.2576,False
exp_lab,lab,gaussian_noise,5,0.2276,False
exp_lab,lab,shot_noise,1,0.8086,False
exp_lab,lab,shot_noise,2,0.6869,False
exp_lab,lab,shot_noise,3,0.4291,False
exp_lab,lab,shot_noise,4,0.3588,False
exp_lab,lab,shot_noise,5,0.2746,False
exp_lab,lab,impulse_noise,1,0.8517,False
exp_lab,lab,impulse_noise,2,0.7473,False
exp_lab,lab,impulse_noise,3,0.654,False
exp_lab,lab,impulse_noise,4,0.4731,False
exp_lab,lab,impulse_noise,5,0.3292,False
exp_lab,lab,speckle_noise,1,0.8105,False
exp_lab,lab,speckle_noise,2,0.6427,False
exp_lab,lab,speckle_noise,3,0.5532,False
exp_lab,lab,speckle_noise,4,0.4187,False
exp_lab,lab,speckle_noise,5,0.3347,False
exp_lab,lab,defocus_blur,1,0.926,False
exp_lab,lab,defocus_blur,2,0.9117,False
exp_lab,lab,defocus_blur,3,0.8603,False
exp_lab,lab,defocus_blur,4,0.7666,False
exp_lab,lab,defocus_blur,5,0.5695,False
exp_lab,lab,glass_blur,1,0.5438,False
exp_lab,lab,glass_blur,2,0.5543,False
exp_lab,lab,glass_blur,3,0.5939,False
exp_lab,lab,glass_blur,4,0.4474,False
exp_lab,lab,glass_blur,5,0.488,False
exp_lab,lab,motion_blur,1,0.8707,False
exp_lab,lab,motion_blur,2,0.7904,False
exp_lab,lab,motion_blur,3,0.6932,False
exp_lab,lab,motion_blur,4,0.6998,False
exp_lab,lab,motion_blur,5,0.619,False
exp_lab,lab,zoom_blur,1,0.8493,False
exp_lab,lab,zoom_blur,2,0.8265,False
exp_lab,lab,zoom_blur,3,0.7661,False
exp_lab,lab,zoom_blur,4,0.7108,False
exp_lab,lab,zoom_blur,5,0.6137,False
exp_lab,lab,gaussian_blur,1,0.9259,False
exp_lab,lab,gaussian_blur,2,0.8578,False
exp_lab,lab,gaussian_blur,3,0.7534,False
exp_lab,lab,gaussian_blur,4,0.6125,False
exp_lab,lab,gaussian_blur,5,0.3823,False
exp_lab,lab,snow,1,0.8671,False
exp_lab,lab,snow,2,0.7586,False
exp_lab,lab,snow,3,0.7968,False
exp_lab,lab,snow,4,0.7625,False
exp_lab,lab,snow,5,0.7014,False
exp_lab,lab,frost,1,0.8767,False
exp_lab,lab,frost,2,0.8232,False
exp_lab,lab,frost,3,0.7103,False
exp_lab,lab,frost,4,0.7025,False
exp_lab,lab,frost,5,0.589,False
exp_lab,lab,fog,1,0.9213,True
exp_lab,lab,fog,2,0.9061,True
exp_lab,lab,fog,3,0.8779,True
exp_lab,lab,fog,4,0.8387,True
exp_lab,lab,fog,5,0.6463,True
exp_lab,lab,brightness,1,0.9249,True
exp_lab,lab,brightness,2,0.9183,True
exp_lab,lab,brightness,3,0.911,True
exp_lab,lab,brightness,4,0.8995,True
exp_lab,lab,brightness,5,0.8635,True
exp_lab,lab,spatter,1,0.9014,False
exp_lab,lab,spatter,2,0.8469,False
exp_lab,lab,spatter,3,0.7973,False
exp_lab,lab,spatter,4,0.8404,False
exp_lab,lab,spatter,5,0.7503,False
exp_lab,lab,contrast,1,0.9182,True
exp_lab,lab,contrast,2,0.8731,True
