experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7899,False
baseline_rgb,rgb,gaussian_noise,2,0.6008,False
baseline_rgb,rgb,gaussian_noise,3,0.4042,False
baseline_rgb,rgb,gaussian_noise,4,0.3303,False
baseline_rgb,rgb,gaussian_noise,5,0.2836,False
baseline_rgb,rgb,shot_noise,1,0.8518,False
baseline_rgb,rgb,shot_noise,2,0.768,False
baseline_rgb,rgb,shot_noise,3,0.5508,False
baseline_rgb,rgb,shot_noise,4,0.4642,False
baseline_rgb,rgb,shot_noise,5,0.3434,False
baseline_rgb,rgb,impulse_noise,1,0.8464,False
baseline_rgb,rgb,impulse_noise,2,0.7472,False
baseline_rgb,rgb,impulse_noise,3,0.638,False
baseline_rgb,rgb,impulse_noise,4,0.4209,False
baseline_rgb,rgb,impulse_noise,5,0.2533,False
baseline_rgb,rgb,speckle_noise,1,0.8524,False
baseline_rgb,rgb,speckle_noise,2,0.719,False
baseline_rgb,rgb,speckle_noise,3,0.6508,False
baseline_rgb,rgb,speckle_noise,4,0.5046,False
baseline_rgb,rgb,speckle_noise,5,0.3972,False
baseline_rgb,rgb,defocus_blur,1,0.9219,False
baseline_rgb,rgb,defocus_blur,2,0.9032,False
baseline_rgb,rgb,defocus_blur,3,0.845,False
baseline_rgb,rgb,defocus_blur,4,0.725,False
baseline_rgb,rgb,defocus_blur,5,0.518,False
baseline_rgb,rgb,glass_blur,1,0.5377,False
baseline_rgb,rgb,glass_blur,2,0.5475,False
baseline_rgb,rgb,glass_blur,3,0.5926,False
baseline_rgb,rgb,glass_blur,4,0.4487,False
baseline_rgb,rgb,glass_blur,5,0.4776,False
baseline_rgb,rgb,motion_blur,1,0.8577,False
baseline_rgb,rgb,motion_blur,2,0.7702,False
baseline_rgb,rgb,motion_blur,3,0.6674,False
baseline_rgb,rgb,motion_blur,4,0.6696,False
baseline_rgb,rgb,motion_blur,5,0.5867,False
baseline_rgb,rgb,zoom_blur,1,0.8314,False
baseline_rgb,rgb,zoom_blur,2,0.7998,False
baseline_rgb,rgb,zoom_blur,3,0.736,False
baseline_rgb,rgb,zoom_blur,4,0.674,False
baseline_rgb,rgb,zoom_blur,5,0.5702,False
baseline_rgb,rgb,gaussian_blur,1,0.9221,False
baseline_rgb,rgb,gaussian_blur,2,0.843,False
baseline_rgb,rgb,gaussian_blur,3,0.7169,False
baseline_rgb,rgb,gaussian_blur,4,0.5637,False
baseline_rgb,rgb,gaussian_blur,5,0.3354,False
baseline_rgb,rgb,snow,1,0.8664,False
baseline_rgb,rgb,snow,2,0.7527,False
baseline_rgb,rgb,snow,3,0.7902,False
baseline_rgb,rgb,snow,4,0.7604,False
baseline_rgb,rgb,snow,5,0.6929,False
baseline_rgb,rgb,frost,1,0.8775,False
baseline_rgb,rgb,frost,2,0.812,False
baseline_rgb,rgb,frost,3,0.6966,False
baseline_rgb,rgb,frost,4,0.6846,False
baseline_rgb,rgb,frost,5,0.5638,False
baseline_rgb,rgb,fog,1,0.9206,True
baseline_rgb,rgb,fog,2,0.901,True
baseline_rgb,rgb,fog,3,0.8702,True
baseline_rgb,rgb,fog,4,0.8249,True
baseline_rgb,rgb,fog,5,0.6349,True
baseline_rgb,rgb,brightness,1,0.9234,True
baseline_rgb,rgb,brightness,2,0.9174,True
baseline_rgb,rgb,brightness,3,0.9104,True
baseline_rgb,rgb,brightness,4,0.8967,True
baseline_rgb,rgb,brightness,5,0.8639,True
baseline_rgb,rgb,spatter,1,0.8997,False
baseline_rgb,rgb,spatter,2,0.8439,False
baseline_rgb,rgb,spatter,3,0.7963,False
baseline_rgb,rgb,spatter,4,0.8289,False
baseline_rgb,rgb,spatter,5,0.7308,False
baseline_rgb,rgb,contrast,1,0.9171,True
baseline_rgb,rgb,contrast,2,0.857,True
baseline_rgb,rgb,contrast,3,0.7929,True
baseline_rgb,rgb,contrast,4,0.666,True
baseline_rgb,rgb,contrast,5,0.3031,True
baseline_rgb,rgb,elastic_transform,1,0.8738,False
baseline_rgb,rgb,elastic_transform,2,0.8676,False
baseline_rgb,rgb,elastic_transform,3,0.8253,False
baseline_rgb,rgb,elastic_transform,4,0.7672,False
baseline_rgb,rgb,elastic_transform,5,0.7413,False
baseline_rgb,rgb,pixelate,1,0.9021,False
baseline_rgb,rgb,pixelate,2,0.8513,False
baseline_rgb,rgb,pixelate,3,0.8084,False
baseline_rgb,rgb,pixelate,4,0.6514,False
baseline_rgb,rgb,pixelate,5,0.4849,False
baseline_rgb,rgb,jpeg_compression,1,0.8599,False
baseline_rgb,rgb,jpeg_compression,2,0.8189,False
baseline_rgb,rgb,jpeg_compression,3,0.8028,False
baseline_rgb,rgb,jpeg_compression,4,0.7813,False
baseline_rgb,rgb,jpeg_compression,5,0.7507,False
baseline_rgb,rgb,saturate,1,0.9007,False
baseline_rgb,rgb,saturate,2,0.8782,False
baseline_rgb,rgb,saturate,3,0.9149,False
baseline_rgb,rgb,saturate,4,0.8711,False
baseline_rgb,rgb,saturate,5,0.8123,False
exp_lab,lab,gaussian_noise,1,0.7382,False
exp_lab,lab,gaussian_noise,2,0.5074,False
exp_lab,lab,gaussian_noise,3,0.3102,False
exp_lab,lab,gaussian_noise,4,0.2494,False
exp_lab,lab,gaussian_noise,5,0.2074,False
exp_lab,lab,shot_noise,1,0.8259,False
exp_lab,lab,shot_noise,2,0.7114,False
exp_lab,lab,shot_noise,3,0.4664,False
exp_lab,lab,shot_noise,4,0.3825,False
exp_lab,lab,shot_noise,5,0.2748,False
exp_lab,lab,impulse_noise,1,0.8536,False
exp_lab,lab,impulse_noise,2,0.7672,False
exp_lab,lab,impulse_noise,3,0.679,False
exp_lab,lab,impulse_noise,4,0.4862,False
exp_lab,lab,impulse_noise,5,0.3088,False
exp_lab,lab,speckle_noise,1,0.8213,False
exp_lab,lab,speckle_noise,2,0.6637,False
exp_lab,lab,speckle_noise,3,0.5856,False
exp_lab,lab,speckle_noise,4,0.4537,False
exp_lab,lab,speckle_noise,5,0.349,False
exp_lab,lab,defocus_blur,1,0.923,False
exp_lab,lab,defocus_blur,2,0.9065,False
exp_lab,lab,defocus_blur,3,0.86,False
exp_lab,lab,defocus_blur,4,0.7688,False
exp_lab,lab,defocus_blur,5,0.6043,False
exp_lab,lab,glass_blur,1,0.5568,False
exp_lab,lab,glass_blur,2,0.5786,False
exp_lab,lab,glass_blur,3,0.6124,False
exp_lab,lab,glass_blur,4,0.4571,False
exp_lab,lab,glass_blur,5,0.4825,False
exp_lab,lab,motion_blur,1,0.8671,False
exp_lab,lab,motion_blur,2,0.7904,False
exp_lab,lab,motion_blur,3,0.7075,False
exp_lab,lab,motion_blur,4,0.716,False
exp_lab,lab,motion_blur,5,0.6457,False
exp_lab,lab,zoom_blur,1,0.8508,False
exp_lab,lab,zoom_blur,2,0.8259,False
exp_lab,lab,zoom_blur,3,0.7762,False
exp_lab,lab,zoom_blur,4,0.725,False
exp_lab,lab,zoom_blur,5,0.635,False
exp_lab,lab,gaussian_blur,1,0.9228,False
exp_lab,lab,gaussian_blur,2,0.8591,False
exp_lab,lab,gaussian_blur,3,0.7656,False
exp_lab,lab,gaussian_blur,4,0.639,False
exp_lab,lab,gaussian_blur,5,0.4177,False
exp_lab,lab,snow,1,0.8688,False
exp_lab,lab,snow,2,0.7701,False
exp_lab,lab,snow,3,0.7972,False
exp_lab,lab,snow,4,0.77,False
exp_lab,lab,snow,5,0.7272,False
exp_lab,lab,frost,1,0.8821,False
exp_lab,lab,frost,2,0.8291,False
exp_lab,lab,frost,3,0.7319,False
exp_lab,lab,frost,4,0.7226,False
