experiment,colorspace,corruption,luminosity,mean_acc
baseline_rgb,rgb,gaussian_noise,False,0.54046
baseline_rgb,rgb,shot_noise,False,0.6414799999999999
baseline_rgb,rgb,impulse_noise,False,0.6032000000000001
baseline_rgb,rgb,speckle_noise,False,0.66314
baseline_rgb,rgb,defocus_blur,False,0.78382
baseline_rgb,rgb,glass_blur,False,0.5177799999999999
baseline_rgb,rgb,motion_blur,False,0.728
baseline_rgb,rgb,zoom_blur,False,0.72328
baseline_rgb,rgb,gaussian_blur,False,0.6771999999999999
baseline_rgb,rgb,snow,False,0.78576
baseline_rgb,rgb,frost,False,0.7586999999999999
baseline_rgb,rgb,fog,True,0.8409600000000002
baseline_rgb,rgb,brightness,True,0.9032
baseline_rgb,rgb,spatter,False,0.83216
baseline_rgb,rgb,contrast,True,0.72812
baseline_rgb,rgb,elastic_transform,False,0.82096
baseline_rgb,rgb,pixelate,False,0.71712
baseline_rgb,rgb,jpeg_compression,False,0.79652
baseline_rgb,rgb,saturate,False,0.8772
exp_lab,lab,gaussian_noise,False,0.39570000000000005
exp_lab,lab,shot_noise,False,0.51334
exp_lab,lab,impulse_noise,False,0.56566
exp_lab,lab,speckle_noise,False,0.5511
exp_lab,lab,defocus_blur,False,0.82258
exp_lab,lab,glass_blur,False,0.5980599999999999
exp_lab,lab,motion_blur,False,0.7486400000000001
exp_lab,lab,zoom_blur,False,0.7766400000000001
exp_lab,lab,gaussian_blur,False,0.7373800000000001
exp_lab,lab,snow,False,0.80996
exp_lab,lab,frost,False,0.80268
exp_lab,lab,fog,True,0.85382
exp_lab,lab,brightness,True,0.9051600000000001
exp_lab,lab,spatter,False,0.84982
exp_lab,lab,contrast,True,0.73334
exp_lab,lab,elastic_transform,False,0.83606
exp_lab,lab,pixelate,False,0.7881
exp_lab,lab,jpeg_compression,False,0.79828
exp_lab,lab,saturate,False,0.8727199999999999
exp_hsv,hsv,gaussian_noise,False,0.43972000000000006
exp_hsv,hsv,shot_noise,False,0.5356
exp_hsv,hsv,impulse_noise,False,0.52108
exp_hsv,hsv,speckle_noise,False,0.5673599999999999
exp_hsv,hsv,defocus_blur,False,0.77638
exp_hsv,hsv,glass_blur,False,0.5462400000000001
exp_hsv,hsv,motion_blur,False,0.70988
exp_hsv,hsv,zoom_blur,False,0.7201400000000001
exp_hsv,hsv,gaussian_blur,False,0.67758
exp_hsv,hsv,snow,False,0.78392
exp_hsv,hsv,frost,False,0.7555
exp_hsv,hsv,fog,True,0.8340600000000002
exp_hsv,hsv,brightness,True,0.9005600000000001
exp_hsv,hsv,spatter,False,0.8411200000000001
exp_hsv,hsv,contrast,True,0.6923
exp_hsv,hsv,elastic_transform,False,0.8189
exp_hsv,hsv,pixelate,False,0.76328
exp_hsv,hsv,jpeg_compression,False,0.8041599999999999
exp_hsv,hsv,saturate,False,0.8861799999999999
