experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.8014,False
baseline_rgb,rgb,gaussian_noise,2,0.6566,False
baseline_rgb,rgb,gaussian_noise,3,0.4914,False
baseline_rgb,rgb,gaussian_noise,4,0.4088,False
baseline_rgb,rgb,gaussian_noise,5,0.3441,False
baseline_rgb,rgb,shot_noise,1,0.8533,False
baseline_rgb,rgb,shot_noise,2,0.7855,False
baseline_rgb,rgb,shot_noise,3,0.617,False
baseline_rgb,rgb,shot_noise,4,0.5349,False
baseline_rgb,rgb,shot_noise,5,0.4167,False
baseline_rgb,rgb,impulse_noise,1,0.8499,False
baseline_rgb,rgb,impulse_noise,2,0.7537,False
baseline_rgb,rgb,impulse_noise,3,0.6611,False
baseline_rgb,rgb,impulse_noise,4,0.4623,False
baseline_rgb,rgb,impulse_noise,5,0.289,False
baseline_rgb,rgb,speckle_noise,1,0.8519,False
baseline_rgb,rgb,speckle_noise,2,0.748,False
baseline_rgb,rgb,speckle_noise,3,0.6866,False
baseline_rgb,rgb,speckle_noise,4,0.5663,False
baseline_rgb,rgb,speckle_noise,5,0.4629,False
baseline_rgb,rgb,defocus_blur,1,0.9236,False
baseline_rgb,rgb,defocus_blur,2,0.9065,False
baseline_rgb,rgb,defocus_blur,3,0.8477,False
baseline_rgb,rgb,defocus_blur,4,0.7237,False
baseline_rgb,rgb,defocus_blur,5,0.5176,False
baseline_rgb,rgb,glass_blur,1,0.5357,False
baseline_rgb,rgb,glass_blur,2,0.5491,False
baseline_rgb,rgb,glass_blur,3,0.5923,False
baseline_rgb,rgb,glass_blur,4,0.4342,False
baseline_rgb,rgb,glass_blur,5,0.4776,False
baseline_rgb,rgb,motion_blur,1,0.8709,False
baseline_rgb,rgb,motion_blur,2,0.7845,False
baseline_rgb,rgb,motion_blur,3,0.6867,False
baseline_rgb,rgb,motion_blur,4,0.6914,False
baseline_rgb,rgb,motion_blur,5,0.6065,False
baseline_rgb,rgb,zoom_blur,1,0.8393,False
baseline_rgb,rgb,zoom_blur,2,0.8046,False
baseline_rgb,rgb,zoom_blur,3,0.7368,False
baseline_rgb,rgb,zoom_blur,4,0.6701,False
baseline_rgb,rgb,zoom_blur,5,0.5656,False
baseline_rgb,rgb,gaussian_blur,1,0.9236,False
baseline_rgb,rgb,gaussian_blur,2,0.845,False
baseline_rgb,rgb,gaussian_blur,3,0.7221,False
baseline_rgb,rgb,gaussian_blur,4,0.5637,False
baseline_rgb,rgb,gaussian_blur,5,0.3316,False
baseline_rgb,rgb,snow,1,0.8682,False
baseline_rgb,rgb,snow,2,0.7693,False
baseline_rgb,rgb,snow,3,0.798,False
baseline_rgb,rgb,snow,4,0.7685,False
baseline_rgb,rgb,snow,5,0.7248,False
baseline_rgb,rgb,frost,1,0.8763,False
baseline_rgb,rgb,frost,2,0.8261,False
baseline_rgb,rgb,frost,3,0.7356,False
baseline_rgb,rgb,frost,4,0.7274,False
baseline_rgb,rgb,frost,5,0.6281,False
baseline_rgb,rgb,fog,1,0.9236,True
baseline_rgb,rgb,fog,2,0.9045,True
baseline_rgb,rgb,fog,3,0.8772,True
baseline_rgb,rgb,fog,4,0.834,True
baseline_rgb,rgb,fog,5,0.6655,True
baseline_rgb,rgb,brightness,1,0.9235,True
