epoch,train_loss,train_acc,val_loss,val_acc
1,1.6339344607162476,0.39292,1.4150086261749268,0.4939
2,1.2682229358291626,0.53558,1.140883768081665,0.5855
3,1.0629499522399903,0.61774,1.1035165210723876,0.6143
4,0.9001883810806275,0.68,0.8962504742622376,0.676
5,0.7948322452831268,0.71976,0.9255718109130859,0.6829
6,0.7134631597137451,0.7477,0.7515535267829895,0.7363
7,0.643494207239151,0.77486,0.6970996580600739,0.7551
8,0.5752469173431396,0.7993,0.6036026463031768,0.7903
9,0.5134629965114593,0.82042,0.5674492470741272,0.8046
10,0.46216445181846616,0.83754,0.5537821653366088,0.8091
11,0.4212883042383194,0.8534,0.5250766128540039,0.8212
12,0.3804074209475517,0.8662,0.4766459242105484,0.8358
13,0.34976903385162356,0.87844,0.47981777186393737,0.8411
14,0.32203094903469087,0.88658,0.4951991607666016,0.832
15,0.2977119162774086,0.89488,0.4168109632730484,0.8579
16,0.2685783762431145,0.90694,0.456253204536438,0.8472
17,0.2493141901099682,0.91264,0.44576199445724485,0.8563
18,0.23506921559989452,0.91648,0.42909413895606996,0.8549
19,0.21170795192420483,0.9265,0.47003208334445956,0.8526
20,0.2001635137909651,0.929,0.40360282185077667,0.8712
21,0.18211359757840634,0.93504,0.41217061585187914,0.873
22,0.17244451783001422,0.93944,0.39443250130414964,0.8748
23,0.16041333577901126,0.943,0.4110560168802738,0.8759
24,0.14688143685281277,0.94842,0.41856785998940466,0.8733
25,0.14119369668647647,0.9504,0.41510476187467577,0.8759
26,0.06958539651822299,0.9764,0.37927687786221503,0.8954
27,0.05260975093714893,0.98252,0.39863173546791075,0.8956
28,0.046028300353009255,0.9841,0.42039994169175626,0.8948
29,0.04060168923031539,0.9863,0.4223695531308651,0.8976
30,0.03508326052362099,0.98834,0.4472330052822828,0.8958
31,0.03455058441984001,0.98842,0.44755532719492913,0.8952
32,0.03130944874866866,0.98948,0.44489169091172515,0.8969
33,0.027877220755554735,0.9911,0.4588284250900149,0.8981
34,0.026702847457497847,0.99074,0.46554935830533506,0.8975
35,0.02586150867175311,0.99096,0.48993733126372097,0.8952
36,0.025088975304772613,0.99168,0.4795101006448269,0.8964
37,0.02195899904370308,0.9927,0.47391899867504833,0.8987
38,0.020374262120911153,0.9933,0.5014330957800149,0.8966
39,0.01962549387293402,0.99336,0.5090018647294492,0.8969
40,0.019572367215288686,0.99322,0.5139432016979903,0.8964
41,0.01640859632872045,0.99442,0.5204493422977626,0.8969
42,0.0179676254872384,0.99378,0.5279645970776677,0.8982
43,0.015686340241464786,0.99446,0.5285632403418422,0.8967
44,0.015750621174343397,0.9948,0.533936626715213,0.8967
45,0.013116715606015059,0.99538,0.5609783292427659,0.896
46,0.015268612017644336,0.99468,0.5448663822632283,0.8983
47,0.012564057013172132,0.99596,0.568404843070358,0.893
48,0.011562199770888546,0.99622,0.5681488925173879,0.8946
49,0.012146656877058558,0.99568,0.5790723912835121,0.8968
50,0.011657561649375129,0.99602,0.5708193393036723,0.8977
