epoch,train_loss,train_acc,val_loss,val_acc
1,1.4304395857429504,0.4726,1.460985149002075,0.5249
2,0.9675116459941864,0.65478,0.850234849357605,0.6966
3,0.7765344296836854,0.72468,0.6685330054283142,0.7701
4,0.6421907317733765,0.77688,0.6102592091560364,0.7907
5,0.5571027379846573,0.80596,0.5540116314411163,0.8107
6,0.4845243653392792,0.83336,0.5277381764411926,0.8199
7,0.4365711612558365,0.84814,0.4678779498577118,0.841
8,0.39335195579051974,0.8644,0.4765384511709213,0.8404
9,0.35472259706020354,0.87764,0.4238626233100891,0.8606
10,0.3203830728030205,0.88738,0.38920265901088713,0.8728
11,0.29518995697021483,0.89748,0.3970192801475525,0.8691
12,0.26766089682817457,0.90682,0.4108940849542618,0.8677
13,0.250628790961504,0.91138,0.36609983981847766,0.8838
14,0.22704320617079735,0.91966,0.3593187429189682,0.8849
15,0.21039339121937753,0.92716,0.36948701223433017,0.8859
16,0.19677593237787486,0.93024,0.376037370634079,0.8802
17,0.1787143421971798,0.9371,0.33430190966129303,0.9021
18,0.1658828337043524,0.94084,0.35025648285746575,0.8947
19,0.15855572040319443,0.9447,0.3309450932145119,0.9024
20,0.1454546544572711,0.94898,0.36022283738851546,0.8967
21,0.13335699253320693,0.95248,0.32790255784988404,0.9073
22,0.1261478734910488,0.95562,0.3475952884912491,0.9027
23,0.11718639860793949,0.95894,0.3739224847376347,0.8988
24,0.10965998082518577,0.9621,0.3446653097897768,0.9052
25,0.10884874022856354,0.96176,0.3595408513367176,0.9045
26,0.05984273219827563,0.9795,0.30653555756434797,0.9192
27,0.0421109988418594,0.98646,0.30279725934565066,0.9217
28,0.03719338502449915,0.98756,0.3124868177495897,0.9225
29,0.03398213589154184,0.9887,0.319293071949482,0.9235
30,0.029415500978473574,0.9908,0.32774572693631054,0.9233
31,0.026004404756315054,0.99172,0.3390373935090378,0.9233
32,0.024288534378563053,0.99182,0.34095419650413095,0.9223
33,0.023574126094048842,0.99224,0.33966070834212003,0.925
34,0.02067483645991888,0.99346,0.340863303785678,0.9276
35,0.01739394766165642,0.99436,0.3483583493258804,0.9245
36,0.018431653846059926,0.9937,0.3587090467637405,0.9237
37,0.01605663697473239,0.99458,0.36108469974193724,0.9245
38,0.01575052717489656,0.99484,0.36005180707620454,0.9256
39,0.01414318405830767,0.99542,0.36397002217452973,0.9263
40,0.013451547682156088,0.9956,0.3704815991910175,0.9255
41,0.014358139613164822,0.99526,0.38269099589986727,0.9239
42,0.012707131831704755,0.99596,0.3932174151596148,0.9247
43,0.01257108429196407,0.99598,0.38974966450487264,0.9242
44,0.012943176743404474,0.99564,0.3809352908095345,0.9243
45,0.010644655823723878,0.99624,0.39032652079225516,0.9251
46,0.011387192744409549,0.99666,0.38930953191109,0.9253
47,0.009941257561407983,0.99678,0.3977724814565852,0.9244
48,0.009953975900319637,0.99684,0.4008707922983449,0.924
49,0.01105205003903946,0.99614,0.40266508965089454,0.9259
50,0.009168563206403633,0.997,0.4026555512476713,0.9242
