epoch,train_loss,train_acc,val_loss,val_acc
1,1.4249941815948486,0.4756,1.060038368988037,0.6087
2,0.9612476764106751,0.6569,0.9194643479347229,0.675
3,0.7741549830913543,0.72734,0.7994596952438354,0.7259
4,0.64239077252388,0.77444,0.6829185948371888,0.7693
5,0.5492664206695557,0.80946,0.5317049134731293,0.821
6,0.4877058027791977,0.83122,0.5562571119546891,0.8133
7,0.43261506262302396,0.85028,0.4400692917585373,0.8494
8,0.38673247594833376,0.86582,0.4126124960064888,0.8609
9,0.3547840737247467,0.87654,0.40399252232313154,0.8639
10,0.31984755016207694,0.88912,0.37966474519968035,0.8724
11,0.224978583496809,0.92204,0.3074563027739525,0.8982
12,0.1982863623392582,0.93096,0.3030671803832054,0.9035
13,0.1847669102537632,0.9357,0.30024108384251597,0.9042
14,0.17274234214782716,0.94058,0.2970869864463806,0.9063
15,0.16550320416390896,0.94282,0.30462596888542176,0.9048
16,0.15786812393963337,0.94516,0.2952930978834629,0.9061
17,0.15031197210982442,0.94738,0.3029743403404951,0.9068
18,0.14523417994439602,0.9492,0.30056675635278224,0.9092
19,0.139607608717978,0.95092,0.29958543217778205,0.9096
20,0.13226236443340778,0.9545,0.30510635231137273,0.9064
