epoch,train_loss,train_acc,val_loss,val_acc
1,1.8612701999664307,0.29508,1.5813617029190064,0.4172
2,1.3740620092010498,0.50564,1.176668437767029,0.58
3,1.1267427617645263,0.6041,1.0081502096176147,0.6581
4,0.9984625572395325,0.65384,0.8815576399803161,0.7026
5,0.920264331111908,0.68448,0.8641310872077942,0.6976
6,0.8669002025985718,0.70204,0.8024161668777465,0.7283
7,0.8217066041183472,0.7195,0.8170222428321838,0.7232
8,0.7963722267723083,0.72812,0.773355557346344,0.7494
9,0.7751039854335785,0.73704,0.7420344782352447,0.7507
10,0.7436802077579499,0.74732,0.7797206267356872,0.7418
11,0.7310854920387269,0.75206,0.7608452136516571,0.7492
12,0.7102593856048584,0.75818,0.7306210820674897,0.7665
13,0.6944695087051391,0.76542,0.6937828216552734,0.7702
14,0.679189544878006,0.77,0.7087936240196228,0.7677
15,0.6636233540821076,0.77346,0.6993681435108184,0.7718
16,0.6509883368873596,0.78076,0.7016417096138,0.7728
17,0.649690618929863,0.78118,0.6658187786102295,0.7788
18,0.6349504469966888,0.78716,0.6509496205806732,0.7864
19,0.6213397079372406,0.79326,0.6686929284095764,0.7793
20,0.616654609375,0.79368,0.6818412818670273,0.7794
21,0.6080312827301025,0.79518,0.6633775925636292,0.7861
22,0.5987941229867935,0.8,0.7200424468040466,0.7674
23,0.58207657579422,0.80532,0.7159040953159332,0.7776
24,0.5806808803796768,0.80386,0.662270881652832,0.7806
25,0.5773110486698151,0.80742,0.7105824406862259,0.7767
26,0.46489826055526734,0.84094,0.5664311024785041,0.8159
27,0.43144390469789506,0.85222,0.5532972982883453,0.8211
28,0.4177355596065521,0.85628,0.551660103070736,0.8211
29,0.4118850926876068,0.85928,0.5504207571387291,0.8247
30,0.40065573925971987,0.86162,0.5408750829696656,0.8264
31,0.390729810513258,0.86464,0.5435452881097793,0.8261
32,0.38274144106864927,0.86768,0.5485994787454606,0.8261
33,0.37869037756443025,0.8694,0.5406892942905426,0.828
34,0.375502149181366,0.86978,0.5409467638134956,0.8275
35,0.3733841088962555,0.87062,0.5427057635188103,0.8269
36,0.3691234452486038,0.87268,0.5369467724919319,0.831
37,0.36035102045297623,0.87528,0.5354051683783532,0.8327
38,0.35630199355125425,0.87448,0.528610082423687,0.8323
39,0.35428718721151353,0.87702,0.5419616961956024,0.8297
40,0.34851591272354127,0.87816,0.5431604682087898,0.8297
41,0.34486981247663495,0.88072,0.5459356278061867,0.8317
42,0.38232073120594023,0.87512,0.5471714374244213,0.8321
43,0.34103840933799745,0.8811,0.5405059814333916,0.8319
44,0.3373905478334427,0.8825,0.5419290488839149,0.832
45,0.33247146206855777,0.88526,0.5526841650485993,0.8338
46,0.3306227413892746,0.88432,0.5460852414011955,0.836
47,0.3254235157585144,0.88648,0.5537657336235047,0.8316
48,0.3213694718503952,0.88782,0.5359869176030159,0.8367
49,0.3225067432975769,0.88754,0.534680553996563,0.8373
50,0.31412226883649824,0.88948,0.54637513371706,0.8369
