experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.7782,False
baseline_rgb,rgb,gaussian_noise,2,0.6366,False
baseline_rgb,rgb,gaussian_noise,3,0.4814,False
baseline_rgb,rgb,gaussian_noise,4,0.4072,False
baseline_rgb,rgb,gaussian_noise,5,0.3469,False
baseline_rgb,rgb,shot_noise,1,0.822,False
baseline_rgb,rgb,shot_noise,2,0.7548,False
baseline_rgb,rgb,shot_noise,3,0.5862,False
baseline_rgb,rgb,shot_noise,4,0.5113,False
baseline_rgb,rgb,shot_noise,5,0.3953,False
baseline_rgb,rgb,impulse_noise,1,0.765,False
baseline_rgb,rgb,impulse_noise,2,0.6658,False
baseline_rgb,rgb,impulse_noise,3,0.5771,False
baseline_rgb,rgb,impulse_noise,4,0.4129,False
baseline_rgb,rgb,impulse_noise,5,0.3041,False
baseline_rgb,rgb,speckle_noise,1,0.8196,False
baseline_rgb,rgb,speckle_noise,2,0.72,False
baseline_rgb,rgb,speckle_noise,3,0.654,False
baseline_rgb,rgb,speckle_noise,4,0.5298,False
baseline_rgb,rgb,speckle_noise,5,0.4232,False
baseline_rgb,rgb,defocus_blur,1,0.8556,False
baseline_rgb,rgb,defocus_blur,2,0.829,False
baseline_rgb,rgb,defocus_blur,3,0.7723,False
baseline_rgb,rgb,defocus_blur,4,0.698,False
baseline_rgb,rgb,defocus_blur,5,0.5603,False
baseline_rgb,rgb,glass_blur,1,0.5388,False
baseline_rgb,rgb,glass_blur,2,0.5615,False
baseline_rgb,rgb,glass_blur,3,0.6218,False
baseline_rgb,rgb,glass_blur,4,0.4307,False
baseline_rgb,rgb,glass_blur,5,0.4812,False
baseline_rgb,rgb,motion_blur,1,0.8021,False
baseline_rgb,rgb,motion_blur,2,0.7319,False
baseline_rgb,rgb,motion_blur,3,0.6612,False
baseline_rgb,rgb,motion_blur,4,0.664,False
baseline_rgb,rgb,motion_blur,5,0.5924,False
baseline_rgb,rgb,zoom_blur,1,0.7726,False
baseline_rgb,rgb,zoom_blur,2,0.7472,False
baseline_rgb,rgb,zoom_blur,3,0.7081,False
baseline_rgb,rgb,zoom_blur,4,0.6714,False
baseline_rgb,rgb,zoom_blur,5,0.6118,False
baseline_rgb,rgb,gaussian_blur,1,0.8559,False
baseline_rgb,rgb,gaussian_blur,2,0.7708,False
baseline_rgb,rgb,gaussian_blur,3,0.6986,False
baseline_rgb,rgb,gaussian_blur,4,0.6281,False
baseline_rgb,rgb,gaussian_blur,5,0.4967,False
baseline_rgb,rgb,snow,1,0.8011,False
baseline_rgb,rgb,snow,2,0.6924,False
baseline_rgb,rgb,snow,3,0.7157,False
baseline_rgb,rgb,snow,4,0.7053,False
baseline_rgb,rgb,snow,5,0.6704,False
baseline_rgb,rgb,frost,1,0.8232,False
baseline_rgb,rgb,frost,2,0.7771,False
baseline_rgb,rgb,frost,3,0.693,False
baseline_rgb,rgb,frost,4,0.6896,False
baseline_rgb,rgb,frost,5,0.5987,False
baseline_rgb,rgb,fog,1,0.8523,True
baseline_rgb,rgb,fog,2,0.8195,True
baseline_rgb,rgb,fog,3,0.7671,True
baseline_rgb,rgb,fog,4,0.694,True
baseline_rgb,rgb,fog,5,0.4988,True
baseline_rgb,rgb,brightness,1,0.8551,True
baseline_rgb,rgb,brightness,2,0.849,True
baseline_rgb,rgb,brightness,3,0.8396,True
baseline_rgb,rgb,brightness,4,0.8259,True
baseline_rgb,rgb,brightness,5,0.7817,True
baseline_rgb,rgb,spatter,1,0.8266,False
baseline_rgb,rgb,spatter,2,0.7657,False
baseline_rgb,rgb,spatter,3,0.7269,False
baseline_rgb,rgb,spatter,4,0.7654,False
baseline_rgb,rgb,spatter,5,0.6718,False
baseline_rgb,rgb,contrast,1,0.8395,True
baseline_rgb,rgb,contrast,2,0.7227,True
baseline_rgb,rgb,contrast,3,0.5974,True
baseline_rgb,rgb,contrast,4,0.395,True
baseline_rgb,rgb,contrast,5,0.1895,True
baseline_rgb,rgb,elastic_transform,1,0.7941,False
baseline_rgb,rgb,elastic_transform,2,0.7951,False
baseline_rgb,rgb,elastic_transform,3,0.7599,False
baseline_rgb,rgb,elastic_transform,4,0.7232,False
baseline_rgb,rgb,elastic_transform,5,0.7068,False
baseline_rgb,rgb,pixelate,1,0.8478,False
baseline_rgb,rgb,pixelate,2,0.8237,False
baseline_rgb,rgb,pixelate,3,0.8039,False
baseline_rgb,rgb,pixelate,4,0.7197,False
baseline_rgb,rgb,pixelate,5,0.5909,False
baseline_rgb,rgb,jpeg_compression,1,0.8234,False
baseline_rgb,rgb,jpeg_compression,2,0.7988,False
baseline_rgb,rgb,jpeg_compression,3,0.7908,False
