epoch,train_loss,train_acc,val_loss,val_acc
1,1.4160515003204346,0.47838,1.100494361305237,0.6094
2,0.9523035493087768,0.66244,0.8616106886863708,0.7011
3,0.7601897508239747,0.73058,0.6804940430164337,0.7638
4,0.6237340642929077,0.7837,0.5570187300682068,0.8123
5,0.5348147920799255,0.81424,0.5862939629077911,0.8066
6,0.46931830127239227,0.83952,0.5140176230430603,0.8327
7,0.41770569701194765,0.85542,0.474719505417347,0.8409
8,0.3756758754849434,0.8701,0.4491848740816116,0.8467
9,0.34315856152296065,0.88122,0.4466476920723915,0.8508
10,0.31119766003370286,0.88988,0.38805853085517883,0.8707
11,0.28234364825725555,0.90216,0.36481319439411164,0.8802
12,0.25728467639684677,0.91006,0.3816356044948101,0.8754
13,0.23978751752972602,0.91626,0.35528845653533936,0.8819
14,0.21457023262023925,0.9248,0.36501576340198516,0.8856
15,0.203047959138155,0.92972,0.37517031787037847,0.8878
16,0.18664514419436454,0.93436,0.3220808539688587,0.9022
17,0.17290697046279907,0.93904,0.33511501983106134,0.8951
18,0.15954022442996502,0.94354,0.37121722673475743,0.8924
19,0.1469260689765215,0.94798,0.3300591868877411,0.9017
20,0.14048689788289367,0.95012,0.344393165820837,0.9044
21,0.12880134520858527,0.9546,0.333352006906271,0.9059
22,0.12045327458880842,0.95666,0.332038331001997,0.9064
23,0.11523906433440745,0.95924,0.3478166294246912,0.9053
24,0.10729810782432556,0.96246,0.3402437298834324,0.9062
25,0.10194300231337547,0.96332,0.3553353472448885,0.9071
26,0.054042835826426744,0.98102,0.29413421102240683,0.9232
27,0.039648367914315315,0.98658,0.29119596638157963,0.924
28,0.03440556189863943,0.98858,0.2937261819912121,0.9277
29,0.029443582813069226,0.9904,0.30650494519248606,0.9256
30,0.02590894315728918,0.99134,0.3197493092149496,0.9264
31,0.023728292081989347,0.99242,0.32768859185185284,0.9257
32,0.022571384851972107,0.9925,0.3329483895769343,0.9258
33,0.020883421027339064,0.99318,0.3330121937986463,0.9277
34,0.018359488175353034,0.99408,0.3382460248971358,0.9276
35,0.017130632307750637,0.99472,0.34769572778837754,0.9277
36,0.01658664821190061,0.99486,0.34504498109985143,0.9296
37,0.015782216913837473,0.9947,0.35298495043180883,0.9267
38,0.014914123042279388,0.99498,0.36045137572903185,0.9267
39,0.013587647556453012,0.99562,0.3577720780543983,0.9262
40,0.012455277548145969,0.9962,0.3615999740829691,0.9273
41,0.011536928828646778,0.9965,0.37226019016727807,0.9294
42,0.011503205510885454,0.99624,0.3619064140466973,0.9274
43,0.01099220941571839,0.9967,0.3785434531338513,0.9269
44,0.011539500495877583,0.99598,0.37590296024186537,0.9283
45,0.009913516580832657,0.99672,0.38604714833106846,0.9281
46,0.010005579326195294,0.99662,0.38860340378893304,0.928
47,0.00951011652756133,0.99692,0.38678267450742426,0.928
48,0.0077281572818924905,0.9975,0.40138232836201787,0.9279
49,0.009201385128347029,0.99712,0.40078213189542294,0.9262
50,0.008860891490320209,0.9973,0.4049655472649261,0.9277
