experiment,colorspace,corruption,luminosity,mean_acc
baseline_rgb,rgb,gaussian_noise,False,0.54244
baseline_rgb,rgb,shot_noise,False,0.6435000000000001
baseline_rgb,rgb,impulse_noise,False,0.5500200000000001
baseline_rgb,rgb,speckle_noise,False,0.6577599999999999
baseline_rgb,rgb,defocus_blur,False,0.8006800000000001
baseline_rgb,rgb,glass_blur,False,0.61712
baseline_rgb,rgb,motion_blur,False,0.74572
baseline_rgb,rgb,zoom_blur,False,0.764
baseline_rgb,rgb,gaussian_blur,False,0.74656
baseline_rgb,rgb,snow,False,0.796
baseline_rgb,rgb,frost,False,0.77782
baseline_rgb,rgb,fog,True,0.78278
baseline_rgb,rgb,brightness,True,0.88232
baseline_rgb,rgb,spatter,False,0.7958000000000001
baseline_rgb,rgb,contrast,True,0.60948
baseline_rgb,rgb,elastic_transform,False,0.81824
baseline_rgb,rgb,pixelate,False,0.83812
baseline_rgb,rgb,jpeg_compression,False,0.8359200000000001
baseline_rgb,rgb,saturate,False,0.8482999999999998
exp_lab,lab,gaussian_noise,False,0.3192
exp_lab,lab,shot_noise,False,0.42278000000000004
exp_lab,lab,impulse_noise,False,0.42168
exp_lab,lab,speckle_noise,False,0.45994
exp_lab,lab,defocus_blur,False,0.8303200000000001
exp_lab,lab,glass_blur,False,0.7148399999999999
exp_lab,lab,motion_blur,False,0.76918
exp_lab,lab,zoom_blur,False,0.7998799999999999
exp_lab,lab,gaussian_blur,False,0.78924
exp_lab,lab,snow,False,0.8280000000000001
exp_lab,lab,frost,False,0.82426
exp_lab,lab,fog,True,0.80188
exp_lab,lab,brightness,True,0.88294
exp_lab,lab,spatter,False,0.8233599999999999
exp_lab,lab,contrast,True,0.6279800000000001
exp_lab,lab,elastic_transform,False,0.8324400000000001
exp_lab,lab,pixelate,False,0.87232
exp_lab,lab,jpeg_compression,False,0.82388
exp_lab,lab,saturate,False,0.8419399999999999
exp_grayscale,grayscale,gaussian_noise,False,0.4862
exp_grayscale,grayscale,shot_noise,False,0.59262
exp_grayscale,grayscale,impulse_noise,False,0.5547799999999999
exp_grayscale,grayscale,speckle_noise,False,0.60522
exp_grayscale,grayscale,defocus_blur,False,0.72774
exp_grayscale,grayscale,glass_blur,False,0.48729999999999996
exp_grayscale,grayscale,motion_blur,False,0.64796
exp_grayscale,grayscale,zoom_blur,False,0.6740800000000001
exp_grayscale,grayscale,gaussian_blur,False,0.65614
exp_grayscale,grayscale,snow,False,0.7221
exp_grayscale,grayscale,frost,False,0.70304
exp_grayscale,grayscale,fog,True,0.75172
exp_grayscale,grayscale,brightness,True,0.85594
exp_grayscale,grayscale,spatter,False,0.72058
exp_grayscale,grayscale,contrast,True,0.6362
exp_grayscale,grayscale,elastic_transform,False,0.74986
exp_grayscale,grayscale,pixelate,False,0.74882
exp_grayscale,grayscale,jpeg_compression,False,0.8163
exp_grayscale,grayscale,saturate,False,0.87392
