experiment,colorspace,corruption,severity,accuracy,luminosity
baseline_rgb,rgb,gaussian_noise,1,0.8269,False
baseline_rgb,rgb,gaussian_noise,2,0.6855,False
baseline_rgb,rgb,gaussian_noise,3,0.4984,False
baseline_rgb,rgb,gaussian_noise,4,0.4097,False
baseline_rgb,rgb,gaussian_noise,5,0.337,False
baseline_rgb,rgb,shot_noise,1,0.8655,False
baseline_rgb,rgb,shot_noise,2,0.8093,False
baseline_rgb,rgb,shot_noise,3,0.6275,False
baseline_rgb,rgb,shot_noise,4,0.5438,False
baseline_rgb,rgb,shot_noise,5,0.4246,False
baseline_rgb,rgb,impulse_noise,1,0.8087,False
baseline_rgb,rgb,impulse_noise,2,0.7024,False
baseline_rgb,rgb,impulse_noise,3,0.6133,False
baseline_rgb,rgb,impulse_noise,4,0.4033,False
baseline_rgb,rgb,impulse_noise,5,0.2396,False
baseline_rgb,rgb,speckle_noise,1,0.8663,False
baseline_rgb,rgb,speckle_noise,2,0.7635,False
baseline_rgb,rgb,speckle_noise,3,0.6979,False
baseline_rgb,rgb,speckle_noise,4,0.5698,False
baseline_rgb,rgb,speckle_noise,5,0.46,False
baseline_rgb,rgb,defocus_blur,1,0.9052,False
baseline_rgb,rgb,defocus_blur,2,0.8865,False
baseline_rgb,rgb,defocus_blur,3,0.8419,False
baseline_rgb,rgb,defocus_blur,4,0.7679,False
baseline_rgb,rgb,defocus_blur,5,0.6132,False
baseline_rgb,rgb,glass_blur,1,0.6311,False
baseline_rgb,rgb,glass_blur,2,0.6469,False
baseline_rgb,rgb,glass_blur,3,0.6847,False
baseline_rgb,rgb,glass_blur,4,0.5067,False
baseline_rgb,rgb,glass_blur,5,0.5553,False
baseline_rgb,rgb,motion_blur,1,0.8624,False
baseline_rgb,rgb,motion_blur,2,0.7985,False
baseline_rgb,rgb,motion_blur,3,0.7295,False
baseline_rgb,rgb,motion_blur,4,0.7314,False
baseline_rgb,rgb,motion_blur,5,0.6594,False
baseline_rgb,rgb,zoom_blur,1,0.8404,False
baseline_rgb,rgb,zoom_blur,2,0.8162,False
baseline_rgb,rgb,zoom_blur,3,0.7778,False
baseline_rgb,rgb,zoom_blur,4,0.7397,False
baseline_rgb,rgb,zoom_blur,5,0.6762,False
baseline_rgb,rgb,gaussian_blur,1,0.9053,False
baseline_rgb,rgb,gaussian_blur,2,0.8406,False
baseline_rgb,rgb,gaussian_blur,3,0.7729,False
baseline_rgb,rgb,gaussian_blur,4,0.6959,False
baseline_rgb,rgb,gaussian_blur,5,0.539,False
baseline_rgb,rgb,snow,1,0.8574,False
baseline_rgb,rgb,snow,2,0.7882,False
baseline_rgb,rgb,snow,3,0.7905,False
baseline_rgb,rgb,snow,4,0.7778,False
baseline_rgb,rgb,snow,5,0.7543,False
baseline_rgb,rgb,frost,1,0.8729,False
baseline_rgb,rgb,frost,2,0.8312,False
baseline_rgb,rgb,frost,3,0.7592,False
baseline_rgb,rgb,frost,4,0.752,False
baseline_rgb,rgb,frost,5,0.6636,False
baseline_rgb,rgb,fog,1,0.8972,True
baseline_rgb,rgb,fog,2,0.8713,True
baseline_rgb,rgb,fog,3,0.8316,True
baseline_rgb,rgb,fog,4,0.7717,True
baseline_rgb,rgb,fog,5,0.5901,True
baseline_rgb,rgb,brightness,1,0.9062,True
baseline_rgb,rgb,brightness,2,0.8974,True
baseline_rgb,rgb,brightness,3,0.8875,True
baseline_rgb,rgb,brightness,4,0.8752,True
baseline_rgb,rgb,brightness,5,0.8428,True
baseline_rgb,rgb,spatter,1,0.8796,False
baseline_rgb,rgb,spatter,2,0.8229,False
baseline_rgb,rgb,spatter,3,0.7879,False
baseline_rgb,rgb,spatter,4,0.7866,False
baseline_rgb,rgb,spatter,5,0.6922,False
baseline_rgb,rgb,contrast,1,0.8922,True
baseline_rgb,rgb,contrast,2,0.8096,True
baseline_rgb,rgb,contrast,3,0.7266,True
baseline_rgb,rgb,contrast,4,0.5574,True
baseline_rgb,rgb,contrast,5,0.2331,True
baseline_rgb,rgb,elastic_transform,1,0.8528,False
baseline_rgb,rgb,elastic_transform,2,0.8565,False
baseline_rgb,rgb,elastic_transform,3,0.8241,False
baseline_rgb,rgb,elastic_transform,4,0.7915,False
baseline_rgb,rgb,elastic_transform,5,0.7644,False
baseline_rgb,rgb,pixelate,1,0.8958,False
baseline_rgb,rgb,pixelate,2,0.881,False
baseline_rgb,rgb,pixelate,3,0.8677,False
baseline_rgb,rgb,pixelate,4,0.8265,False
baseline_rgb,rgb,pixelate,5,0.7293,False
baseline_rgb,rgb,jpeg_compression,1,0.8669,False
baseline_rgb,rgb,jpeg_compression,2,0.843,False
baseline_rgb,rgb,jpeg_compression,3,0.8303,False
baseline_rgb,rgb,jpeg_compression,4,0.8219,False
baseline_rgb,rgb,jpeg_compression,5,0.8055,False
baseline_rgb,rgb,saturate,1,0.8784,False
baseline_rgb,rgb,saturate,2,0.8528,False
baseline_rgb,rgb,saturate,3,0.8962,False
baseline_rgb,rgb,saturate,4,0.8557,False
baseline_rgb,rgb,saturate,5,0.793,False
exp_lab,lab,gaussian_noise,1,0.6055,False
exp_lab,lab,gaussian_noise,2,0.3454,False
exp_lab,lab,gaussian_noise,3,0.2088,False
exp_lab,lab,gaussian_noise,4,0.1728,False
exp_lab,lab,gaussian_noise,5,0.1488,False
exp_lab,lab,shot_noise,1,0.7416,False
exp_lab,lab,shot_noise,2,0.5776,False
exp_lab,lab,shot_noise,3,0.3129,False
exp_lab,lab,shot_noise,4,0.2483,False
exp_lab,lab,shot_noise,5,0.1695,False
exp_lab,lab,impulse_noise,1,0.6788,False
exp_lab,lab,impulse_noise,2,0.5225,False
exp_lab,lab,impulse_noise,3,0.4037,False
exp_lab,lab,impulse_noise,4,0.2153,False
exp_lab,lab,impulse_noise,5,0.1293,False
exp_lab,lab,speckle_noise,1,0.747,False
exp_lab,lab,speckle_noise,2,0.5285,False
exp_lab,lab,speckle_noise,3,0.4382,False
exp_lab,lab,speckle_noise,4,0.288,False
exp_lab,lab,speckle_noise,5,0.204,False
exp_lab,lab,defocus_blur,1,0.9021,False
exp_lab,lab,defocus_blur,2,0.8866,False
exp_lab,lab,defocus_blur,3,0.8576,False
exp_lab,lab,defocus_blur,4,0.8143,False
exp_lab,lab,defocus_blur,5,0.6938,False
exp_lab,lab,glass_blur,1,0.731,False
exp_lab,lab,glass_blur,2,0.7376,False
exp_lab,lab,glass_blur,3,0.7742,False
exp_lab,lab,glass_blur,4,0.6132,False
exp_lab,lab,glass_blur,5,0.652,False
exp_lab,lab,motion_blur,1,0.8672,False
exp_lab,lab,motion_blur,2,0.8128,False
exp_lab,lab,motion_blur,3,0.7438,False
exp_lab,lab,motion_blur,4,0.746,False
exp_lab,lab,motion_blur,5,0.6793,False
exp_lab,lab,zoom_blur,1,0.8481,False
exp_lab,lab,zoom_blur,2,0.8362,False
exp_lab,lab,zoom_blur,3,0.8096,False
exp_lab,lab,zoom_blur,4,0.7794,False
exp_lab,lab,zoom_blur,5,0.728,False
exp_lab,lab,gaussian_blur,1,0.9024,False
exp_lab,lab,gaussian_blur,2,0.8573,False
exp_lab,lab,gaussian_blur,3,0.8115,False
exp_lab,lab,gaussian_blur,4,0.7571,False
exp_lab,lab,gaussian_blur,5,0.6296,False
exp_lab,lab,snow,1,0.8783,False
exp_lab,lab,snow,2,0.8301,False
exp_lab,lab,snow,3,0.825,False
exp_lab,lab,snow,4,0.7932,False
exp_lab,lab,snow,5,0.7929,False
exp_lab,lab,frost,1,0.8819,False
exp_lab,lab,frost,2,0.8574,False
exp_lab,lab,frost,3,0.8099,False
exp_lab,lab,frost,4,0.8086,False
exp_lab,lab,frost,5,0.7487,False
exp_lab,lab,fog,1,0.8945,True
exp_lab,lab,fog,2,0.8718,True
exp_lab,lab,fog,3,0.832,True
exp_lab,lab,fog,4,0.7745,True
exp_lab,lab,fog,5,0.6093,True
exp_lab,lab,brightness,1,0.9023,True
exp_lab,lab,brightness,2,0.8959,True
exp_lab,lab,brightness,3,0.8863,True
exp_lab,lab,brightness,4,0.874,True
exp_lab,lab,brightness,5,0.8354,True
exp_lab,lab,spatter,1,0.8861,False
exp_lab,lab,spatter,2,0.8474,False
exp_lab,lab,spatter,3,0.8058,False
exp_lab,lab,spatter,4,0.8156,False
exp_lab,lab,spatter,5,0.7357,False
exp_lab,lab,contrast,1,0.8916,True
exp_lab,lab,contrast,2,0.8082,True
exp_lab,lab,contrast,3,0.7087,True
exp_lab,lab,contrast,4,0.5102,True
exp_lab,lab,contrast,5,0.2132,True
exp_lab,lab,elastic_transform,1,0.8598,False
exp_lab,lab,elastic_transform,2,0.8612,False
exp_lab,lab,elastic_transform,3,0.8374,False
exp_lab,lab,elastic_transform,4,0.8047,False
exp_lab,lab,elastic_transform,5,0.7828,False
exp_lab,lab,pixelate,1,0.8964,False
exp_lab,lab,pixelate,2,0.8888,False
exp_lab,lab,pixelate,3,0.8835,False
exp_lab,lab,pixelate,4,0.8653,False
exp_lab,lab,pixelate,5,0.8196,False
exp_lab,lab,jpeg_compression,1,0.856,False
exp_lab,lab,jpeg_compression,2,0.8353,False
exp_lab,lab,jpeg_compression,3,0.8211,False
exp_lab,lab,jpeg_compression,4,0.8143,False
exp_lab,lab,jpeg_compression,5,0.7945,False
exp_lab,lab,saturate,1,0.867,False
exp_lab,lab,saturate,2,0.8314,False
exp_lab,lab,saturate,3,0.8905,False
exp_lab,lab,saturate,4,0.8462,False
exp_lab,lab,saturate,5,0.7786,False
exp_grayscale,grayscale,gaussian_noise,1,0.7688,False
exp_grayscale,grayscale,gaussian_noise,2,0.602,False
exp_grayscale,grayscale,gaussian_noise,3,0.415,False
exp_grayscale,grayscale,gaussian_noise,4,0.3328,False
exp_grayscale,grayscale,gaussian_noise,5,0.2675,False
exp_grayscale,grayscale,shot_noise,1,0.8268,False
exp_grayscale,grayscale,shot_noise,2,0.7464,False
exp_grayscale,grayscale,shot_noise,3,0.5578,False
exp_grayscale,grayscale,shot_noise,4,0.4681,False
exp_grayscale,grayscale,shot_noise,5,0.3316,False
exp_grayscale,grayscale,impulse_noise,1,0.7757,False
exp_grayscale,grayscale,impulse_noise,2,0.6844,False
exp_grayscale,grayscale,impulse_noise,3,0.5996,False
exp_grayscale,grayscale,impulse_noise,4,0.4316,False
exp_grayscale,grayscale,impulse_noise,5,0.2499,False
exp_grayscale,grayscale,speckle_noise,1,0.8247,False
exp_grayscale,grayscale,speckle_noise,2,0.7039,False
exp_grayscale,grayscale,speckle_noise,3,0.6335,False
exp_grayscale,grayscale,speckle_noise,4,0.4911,False
exp_grayscale,grayscale,speckle_noise,5,0.3616,False
exp_grayscale,grayscale,defocus_blur,1,0.8803,False
exp_grayscale,grayscale,defocus_blur,2,0.8538,False
exp_grayscale,grayscale,defocus_blur,3,0.7912,False
exp_grayscale,grayscale,defocus_blur,4,0.6787,False
exp_grayscale,grayscale,defocus_blur,5,0.4751,False
exp_grayscale,grayscale,glass_blur,1,0.5081,False
exp_grayscale,grayscale,glass_blur,2,0.5186,False
exp_grayscale,grayscale,glass_blur,3,0.5624,False
exp_grayscale,grayscale,glass_blur,4,0.3848,False
exp_grayscale,grayscale,glass_blur,5,0.4289,False
exp_grayscale,grayscale,motion_blur,1,0.815,False
exp_grayscale,grayscale,motion_blur,2,0.7241,False
exp_grayscale,grayscale,motion_blur,3,0.6218,False
exp_grayscale,grayscale,motion_blur,4,0.6237,False
exp_grayscale,grayscale,motion_blur,5,0.542,False
exp_grayscale,grayscale,zoom_blur,1,0.7791,False
exp_grayscale,grayscale,zoom_blur,2,0.753,False
exp_grayscale,grayscale,zoom_blur,3,0.6917,False
exp_grayscale,grayscale,zoom_blur,4,0.6334,False
exp_grayscale,grayscale,zoom_blur,5,0.5517,False
exp_grayscale,grayscale,gaussian_blur,1,0.8803,False
exp_grayscale,grayscale,gaussian_blur,2,0.7883,False
exp_grayscale,grayscale,gaussian_blur,3,0.6875,False
exp_grayscale,grayscale,gaussian_blur,4,0.579,False
exp_grayscale,grayscale,gaussian_blur,5,0.4042,False
exp_grayscale,grayscale,snow,1,0.814,False
exp_grayscale,grayscale,snow,2,0.7061,False
exp_grayscale,grayscale,snow,3,0.7183,False
exp_grayscale,grayscale,snow,4,0.6978,False
exp_grayscale,grayscale,snow,5,0.6818,False
exp_grayscale,grayscale,frost,1,0.8473,False
exp_grayscale,grayscale,frost,2,0.7893,False
exp_grayscale,grayscale,frost,3,0.6938,False
exp_grayscale,grayscale,frost,4,0.6812,False
exp_grayscale,grayscale,frost,5,0.5812,False
exp_grayscale,grayscale,fog,1,0.8751,True
exp_grayscale,grayscale,fog,2,0.8445,True
exp_grayscale,grayscale,fog,3,0.7907,True
exp_grayscale,grayscale,fog,4,0.7182,True
exp_grayscale,grayscale,fog,5,0.5018,True
exp_grayscale,grayscale,brightness,1,0.8829,True
exp_grayscale,grayscale,brightness,2,0.8773,True
exp_grayscale,grayscale,brightness,3,0.8702,True
exp_grayscale,grayscale,brightness,4,0.8552,True
exp_grayscale,grayscale,brightness,5,0.8143,True
exp_grayscale,grayscale,spatter,1,0.8398,False
exp_grayscale,grayscale,spatter,2,0.747,False
exp_grayscale,grayscale,spatter,3,0.6894,False
exp_grayscale,grayscale,spatter,4,0.7342,False
exp_grayscale,grayscale,spatter,5,0.6332,False
exp_grayscale,grayscale,contrast,1,0.8707,True
exp_grayscale,grayscale,contrast,2,0.7967,True
exp_grayscale,grayscale,contrast,3,0.7041,True
exp_grayscale,grayscale,contrast,4,0.5234,True
exp_grayscale,grayscale,contrast,5,0.1894,True
exp_grayscale,grayscale,elastic_transform,1,0.8084,False
exp_grayscale,grayscale,elastic_transform,2,0.813,False
exp_grayscale,grayscale,elastic_transform,3,0.7682,False
exp_grayscale,grayscale,elastic_transform,4,0.7066,False
exp_grayscale,grayscale,elastic_transform,5,0.6673,False
exp_grayscale,grayscale,pixelate,1,0.8692,False
exp_grayscale,grayscale,pixelate,2,0.8394,False
exp_grayscale,grayscale,pixelate,3,0.814,False
exp_grayscale,grayscale,pixelate,4,0.7059,False
exp_grayscale,grayscale,pixelate,5,0.5341,False
exp_grayscale,grayscale,jpeg_compression,1,0.8589,False
exp_grayscale,grayscale,jpeg_compression,2,0.8292,False
exp_grayscale,grayscale,jpeg_compression,3,0.8171,False
exp_grayscale,grayscale,jpeg_compression,4,0.8072,False
exp_grayscale,grayscale,jpeg_compression,5,0.7857,False
exp_grayscale,grayscale,saturate,1,0.8827,False
exp_grayscale,grayscale,saturate,2,0.8808,False
exp_grayscale,grayscale,saturate,3,0.88,False
exp_grayscale,grayscale,saturate,4,0.8694,False
exp_grayscale,grayscale,saturate,5,0.853,False
